Table,Measure,Expression,Description,Issue_Severity,Has_Duplicate,Duplicate_Measure_Names,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,Has_Commonly_Used_Measure,DAX_Recommendations,Context,Self_Explanatory_Explanation,Name_Reflects_Explanation,Abbreviations_Explanation,Overall_Score,Max_Overall_Score,Confidence_Score,Unqualified_Measures_Score,Unqualified_Measures_Max_Score,Unique_Measure_Calculation_Score,Unique_Measure_Calculation_Max_Score,Commonly_Used_Measure_Score,Commonly_Used_Measure_Max_Score,Is_Self_Explanatory_Score,Is_Self_Explanatory_Max_Score,Name_Reflects_Expression_Score,Name_Reflects_Expression_Max_Score,Avoid_Abbreviations_Score,Avoid_Abbreviations_Max_Score,Severity_Priority,Severity_Color_Code,Severity_Hex_Color
M_ACR,$ Average Daily Gross ACR,"VAR Days = [# Days in Month]
VAR DaysCurrent = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),TODAY(),DAY)
VAR ACR = M_ACR[$ Gross ACR]
VAR SelectedMonth = [DATE - Latest Selected Month]
VAR AzureDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]), DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR AzureCurrentM = [DATE - Azure Current Month]
VAR Today = TODAY()
VAR AzureLastClosed = M_Date[DATE - Last Closed Azure Month]
VAR SourceDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]),DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR DaysSource = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),SourceDate,DAY)
RETURN
IF(SelectedMonth = AzureCurrentM,DIVIDE(ACR, DaysSource),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days)))",,good,No,,Yes,"$ gross acr, date - last closed azure month",Yes,"# days in month, $ gross acr, date - azure current month, date - last closed azure month, date - latest selected month",Yes,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ gross acr, date - last closed azure month","$ Average Daily Gross ACR -> M_ACR + VAR Days = [# Days in Month]
VAR DaysCurrent = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),TODAY(),DAY)
VAR ACR = M_ACR[$ Gross ACR]
VAR SelectedMonth = [DATE - Latest Selected Month]
VAR AzureDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]), DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR AzureCurrentM = [DATE - Azure Current Month]
VAR Today = TODAY()
VAR AzureLastClosed = M_Date[DATE - Last Closed Azure Month]
VAR SourceDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]),DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR DaysSource = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),SourceDate,DAY)
RETURN
IF(SelectedMonth = AzureCurrentM,DIVIDE(ACR, DaysSource),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days))) | REFERENCES: # Days in Month -> M_Date + [Start End Date Diff] + 1, $ Gross ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenueGross])
VAR PY = SUM(ACR_PY[AzureConsumedRevenueGross])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenueGross]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A), DATE - Azure Current Month -> M_Date + 
// Returns the value of the latest selected month
VAR LatestSelectedMonth = CALCULATE ( MAX('DimDate'[MonthStartDate]), DimDate[IsCurrentAzureMonth]=1 )
RETURN
LatestSelectedMonth, DATE - Last Closed Azure Month -> M_Date + 
// Returns start date of last closed Azure month
VAR LastClosedAzureMonth = CALCULATE(SELECTEDVALUE('DimDate'[MonthStartDate]), ALL('DimDate'), 'DimDate'[IsLastAzureClosedMonth] = 1)
RETURN
LastClosedAzureMonth, DATE - Latest Selected Month -> M_Date + 
// Returns the value of the latest selected month
VAR LatestSelectedMonth = CALCULATE ( MAX('DimDate'[MonthStartDate]) )
RETURN
LatestSelectedMonth","The name indicates that the measure calculates the average daily gross ACR, which aligns with the context provided.","The name reflects the calculation described in the context, which is the average daily gross ACR based on the number of days in the month.","No problematic abbreviations are present in the measure name. '$', 'Avg', and 'ACR' are standard business terms.",1.5,1.6999999999999997,0.8823529411764707,0.0,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00
M_ACR,$ Avg Daily Gross ACR 12 Selected Months Ago,"
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - 12 Month Prior to Selected Month]
RETURN
CALCULATE(
    [$ Average Daily Gross ACR],ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
)",,good,No,,No,,Yes,"$ average daily gross acr, date - 12 month prior to selected month",Yes,,"$ Avg Daily Gross ACR 12 Selected Months Ago -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - 12 Month Prior to Selected Month]
RETURN
CALCULATE(
    [$ Average Daily Gross ACR],ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
) | REFERENCES: $ Average Daily Gross ACR -> M_ACR + VAR Days = [# Days in Month]
VAR DaysCurrent = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),TODAY(),DAY)
VAR ACR = M_ACR[$ Gross ACR]
VAR SelectedMonth = [DATE - Latest Selected Month]
VAR AzureDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]), DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR AzureCurrentM = [DATE - Azure Current Month]
VAR Today = TODAY()
VAR AzureLastClosed = M_Date[DATE - Last Closed Azure Month]
VAR SourceDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]),DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR DaysSource = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),SourceDate,DAY)
RETURN
IF(SelectedMonth = AzureCurrentM,DIVIDE(ACR, DaysSource),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days))), DATE - 12 Month Prior to Selected Month -> M_Date + 
// Returns the start date of 12 months before the last azure closed month
VAR LastAzureClosedMonth = [DATE - Latest Selected Month]
VAR OneMonthPrior = EDATE ( LastAzureClosedMonth, -12)
RETURN
OneMonthPrior","The name indicates that the measure calculates the average daily gross ACR for the month 12 months prior to the selected month, which aligns with the context.","The name reflects the calculation described in the context, which is the average daily gross ACR for the month 12 months prior to the selected month.","No problematic abbreviations are present in the measure name. '$', 'Avg', and 'ACR' are standard business terms.",1.6999999999999997,1.6999999999999997,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00
M_ACR,$ Avg Daily Gross ACR Last Closed Month,"
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - Last Closed Azure Month]
RETURN
CALCULATE(
    [$ Average Daily Gross ACR],
    DimDate[CreateDate]=SelectedMonth
)",,good,No,,No,,Yes,"$ average daily gross acr, date - last closed azure month",Yes,,"$ Avg Daily Gross ACR Last Closed Month -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - Last Closed Azure Month]
RETURN
CALCULATE(
    [$ Average Daily Gross ACR],
    DimDate[CreateDate]=SelectedMonth
) | REFERENCES: $ Average Daily Gross ACR -> M_ACR + VAR Days = [# Days in Month]
VAR DaysCurrent = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),TODAY(),DAY)
VAR ACR = M_ACR[$ Gross ACR]
VAR SelectedMonth = [DATE - Latest Selected Month]
VAR AzureDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]), DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR AzureCurrentM = [DATE - Azure Current Month]
VAR Today = TODAY()
VAR AzureLastClosed = M_Date[DATE - Last Closed Azure Month]
VAR SourceDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]),DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR DaysSource = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),SourceDate,DAY)
RETURN
IF(SelectedMonth = AzureCurrentM,DIVIDE(ACR, DaysSource),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days))), DATE - Last Closed Azure Month -> M_Date + 
// Returns start date of last closed Azure month
VAR LastClosedAzureMonth = CALCULATE(SELECTEDVALUE('DimDate'[MonthStartDate]), ALL('DimDate'), 'DimDate'[IsLastAzureClosedMonth] = 1)
RETURN
LastClosedAzureMonth","The name indicates that the measure calculates the average daily gross ACR for the last closed month, which aligns with the context.","The name reflects the calculation described in the context, which is the average daily gross ACR for the last closed month.","No problematic abbreviations are present in the measure name. '$', 'Avg', and 'ACR' are standard business terms.",1.6999999999999997,1.6999999999999997,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00
M_ACR,$ Avg Daily Gross ACR Latest Selected Month,"
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - Latest Selected Month]
RETURN
CALCULATE(
    [$ Average Daily Gross ACR],ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
)",,good,No,,No,,Yes,"$ average daily gross acr, date - latest selected month",Yes,,"$ Avg Daily Gross ACR Latest Selected Month -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - Latest Selected Month]
RETURN
CALCULATE(
    [$ Average Daily Gross ACR],ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
) | REFERENCES: $ Average Daily Gross ACR -> M_ACR + VAR Days = [# Days in Month]
VAR DaysCurrent = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),TODAY(),DAY)
VAR ACR = M_ACR[$ Gross ACR]
VAR SelectedMonth = [DATE - Latest Selected Month]
VAR AzureDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]), DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR AzureCurrentM = [DATE - Azure Current Month]
VAR Today = TODAY()
VAR AzureLastClosed = M_Date[DATE - Last Closed Azure Month]
VAR SourceDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]),DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR DaysSource = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),SourceDate,DAY)
RETURN
IF(SelectedMonth = AzureCurrentM,DIVIDE(ACR, DaysSource),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days))), DATE - Latest Selected Month -> M_Date + 
// Returns the value of the latest selected month
VAR LatestSelectedMonth = CALCULATE ( MAX('DimDate'[MonthStartDate]) )
RETURN
LatestSelectedMonth","The name indicates that the measure calculates the average daily gross ACR for the latest selected month, which aligns with the context.","The name reflects the calculation described in the context, which is the average daily gross ACR for the latest selected month.","No problematic abbreviations are present in the measure name. '$', 'Avg', and 'ACR' are standard business terms.",1.6999999999999997,1.6999999999999997,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00
M_ACR,$ Avg Daily Gross ACR Previous Last Closed Month,"
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - 1 Month Prior to Last Closed Azure Month]
RETURN
CALCULATE(
    [$ Average Daily Gross ACR],
    DimDate[CreateDate]=SelectedMonth
)",,good,No,,No,,Yes,"$ average daily gross acr, date - 1 month prior to last closed azure month",Yes,,"$ Avg Daily Gross ACR Previous Last Closed Month -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - 1 Month Prior to Last Closed Azure Month]
RETURN
CALCULATE(
    [$ Average Daily Gross ACR],
    DimDate[CreateDate]=SelectedMonth
) | REFERENCES: $ Average Daily Gross ACR -> M_ACR + VAR Days = [# Days in Month]
VAR DaysCurrent = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),TODAY(),DAY)
VAR ACR = M_ACR[$ Gross ACR]
VAR SelectedMonth = [DATE - Latest Selected Month]
VAR AzureDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]), DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR AzureCurrentM = [DATE - Azure Current Month]
VAR Today = TODAY()
VAR AzureLastClosed = M_Date[DATE - Last Closed Azure Month]
VAR SourceDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]),DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR DaysSource = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),SourceDate,DAY)
RETURN
IF(SelectedMonth = AzureCurrentM,DIVIDE(ACR, DaysSource),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days))), DATE - 1 Month Prior to Last Closed Azure Month -> M_Date + 
// Returns the start date of the month before the latest selected azure closed month
VAR LastAzureClosedMonth = [DATE - Last Closed Azure Month]
VAR OneMonthPrior = CALCULATE(EDATE ( LastAzureClosedMonth, -1),ALL(DimDate))
RETURN
OneMonthPrior","The name indicates that the measure calculates the average daily gross ACR for the month prior to the last closed month, which aligns with the context.","The name reflects the calculation described in the context, which is the average daily gross ACR for the month prior to the last closed month.","No problematic abbreviations are present in the measure name. '$', 'Avg', and 'ACR' are standard business terms.",1.6999999999999997,1.6999999999999997,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00
M_ACR,% Avg Daily Gross ACR MoM Change Last Closed Month,"VAR Change = [$ Avg Daily Gross ACR Last Closed Month] - [$ Avg Daily Gross ACR Previous Last Closed Month]
RETURN
DIVIDE(Change , [$ Avg Daily Gross ACR Previous Last Closed Month])",,warning,No,,No,,Yes,"$ avg daily gross acr last closed month, $ avg daily gross acr previous last closed month",No,,"% Avg Daily Gross ACR MoM Change Last Closed Month -> M_ACR + VAR Change = [$ Avg Daily Gross ACR Last Closed Month] - [$ Avg Daily Gross ACR Previous Last Closed Month]
RETURN
DIVIDE(Change , [$ Avg Daily Gross ACR Previous Last Closed Month]) | REFERENCES: $ Avg Daily Gross ACR Last Closed Month -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - Last Closed Azure Month]
RETURN
CALCULATE(
    [$ Average Daily Gross ACR],
    DimDate[CreateDate]=SelectedMonth
), $ Avg Daily Gross ACR Previous Last Closed Month -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - 1 Month Prior to Last Closed Azure Month]
RETURN
CALCULATE(
    [$ Average Daily Gross ACR],
    DimDate[CreateDate]=SelectedMonth
)","The name indicates that the measure calculates the percentage change in average daily gross ACR month-over-month for the last closed month, which aligns with the context.","The name reflects the calculation described in the context, which is the percentage change in average daily gross ACR compared to the previous month.","No problematic abbreviations are present in the measure name. '%', 'Avg', 'ACR', and 'MoM' are standard business terms.",1.4,1.6999999999999997,0.823529411764706,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00
M_ACR,% Avg Daily Gross ACR YoY,"VAR D = DIVIDE([$ Avg Daily Gross ACR Latest Selected Month] , [$ Avg Daily Gross ACR 12 Selected Months Ago])
VAR YoY = D - 1
RETURN
IF(ISBLANK([$ Avg Daily Gross ACR Latest Selected Month]),BLANK(),YoY)",,good,No,,No,,Yes,"$ avg daily gross acr 12 selected months ago, $ avg daily gross acr latest selected month",Yes,,"% Avg Daily Gross ACR YoY -> M_ACR + VAR D = DIVIDE([$ Avg Daily Gross ACR Latest Selected Month] , [$ Avg Daily Gross ACR 12 Selected Months Ago])
VAR YoY = D - 1
RETURN
IF(ISBLANK([$ Avg Daily Gross ACR Latest Selected Month]),BLANK(),YoY) | REFERENCES: $ Avg Daily Gross ACR 12 Selected Months Ago -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - 12 Month Prior to Selected Month]
RETURN
CALCULATE(
    [$ Average Daily Gross ACR],ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
), $ Avg Daily Gross ACR Latest Selected Month -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - Latest Selected Month]
RETURN
CALCULATE(
    [$ Average Daily Gross ACR],ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
)","The name indicates that the measure calculates the year-over-year percentage change in average daily gross ACR, which aligns with the context.","The name reflects the calculation described in the context, which is the year-over-year percentage change in average daily gross ACR.","No problematic abbreviations are present in the measure name. '%', 'Avg', 'ACR', and 'YoY' are standard business terms.",1.6999999999999997,1.6999999999999997,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00
M_ACR,% Avg Daily Gross ACR YoY Last Closed Month,"CALCULATE(M_ACR[% Avg Daily Gross ACR YoY],DimDate[IsLastAzureClosedMonth]=1)",,issue,No,,Yes,% avg daily gross acr yoy,Yes,% avg daily gross acr yoy,No,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: % avg daily gross acr yoy","% Avg Daily Gross ACR YoY Last Closed Month -> M_ACR + CALCULATE(M_ACR[% Avg Daily Gross ACR YoY],DimDate[IsLastAzureClosedMonth]=1) | REFERENCES: % Avg Daily Gross ACR YoY -> M_ACR + VAR D = DIVIDE([$ Avg Daily Gross ACR Latest Selected Month] , [$ Avg Daily Gross ACR 12 Selected Months Ago])
VAR YoY = D - 1
RETURN
IF(ISBLANK([$ Avg Daily Gross ACR Latest Selected Month]),BLANK(),YoY)","The name clearly indicates it calculates the year-over-year percentage change in average daily gross ACR for the last closed month, which aligns with the context.","The name accurately reflects the calculation described in the context, which involves YoY comparison of average daily gross ACR for the last closed month.",No problematic abbreviations are present; 'ACR' is a standard term in the business context.,1.2000000000000002,1.6999999999999997,0.7058823529411767,0.0,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,2,ORANGE,#FFA500
M_ACR,% Avg Daily ACR MoM,"VAR SelectedMonth = [DATE - Latest Selected Month]
VAR PrevMonth = [DATE - 1 Month Prior to Latest Selected Month]
VAR ThisMonth = CALCULATE(M_ACR[$ Average Daily ACR],DimDate[MonthStartDate]=SelectedMonth)
VAR LastMonth = CALCULATE(M_ACR[$ Average Daily ACR],ALL(DimDate),DimDate[MonthStartDate]=PrevMonth)
VAR D = ThisMonth - LastMonth
RETURN
if(isblank(ThisMonth),BLANK(),DIVIDE(D , LastMonth))",,issue,No,,Yes,$ average daily acr,Yes,"$ average daily acr, date - 1 month prior to latest selected month, date - latest selected month",No,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ average daily acr","% Avg Daily ACR MoM -> M_ACR + VAR SelectedMonth = [DATE - Latest Selected Month]
VAR PrevMonth = [DATE - 1 Month Prior to Latest Selected Month]
VAR ThisMonth = CALCULATE(M_ACR[$ Average Daily ACR],DimDate[MonthStartDate]=SelectedMonth)
VAR LastMonth = CALCULATE(M_ACR[$ Average Daily ACR],ALL(DimDate),DimDate[MonthStartDate]=PrevMonth)
VAR D = ThisMonth - LastMonth
RETURN
if(isblank(ThisMonth),BLANK(),DIVIDE(D , LastMonth)) | REFERENCES: $ Average Daily ACR -> M_ACR + 
VAR Days = [# Days in Month]
VAR DaysCurrent = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),TODAY(),DAY)
VAR ACR = M_ACR[$ ACR]
VAR SelectedMonth = [DATE - Latest Selected Month]
VAR AzureDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]), DimSourceRefreshDetails[DataCategory]=""OCDM Azure Usage"")
VAR AzureCurrentM = [DATE - Azure Current Month]
VAR Today = TODAY()
VAR AzureLastClosed = M_Date[DATE - Last Closed Azure Month]
VAR CurrentMonthFY = M_Date[DATE + 1 Month After Last Closed Azure Month]
VAR SourceDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]),DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR DaysSource = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),SourceDate,DAY)
VAR DaysSourceFY = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[CreateDate]=CurrentMonthFY),SourceDate,DAY)
RETURN
IF(SelectedMonth = AzureCurrentM,DIVIDE(ACR, DaysSource),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days)))
--IF(SelectedMonth > AzureCurrentM,DIVIDE(ACR, DaysSourceFY),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days))), DATE - 1 Month Prior to Latest Selected Month -> M_Date + 
// Returns the start date of the month before the latest selected azure closed month
VAR LatestSelectedAzureClosedMonth = [DATE - Latest Selected Month]
VAR OneMonthPrior = EDATE ( LatestSelectedAzureClosedMonth, -1)
RETURN
OneMonthPrior, DATE - Latest Selected Month -> M_Date + 
// Returns the value of the latest selected month
VAR LatestSelectedMonth = CALCULATE ( MAX('DimDate'[MonthStartDate]) )
RETURN
LatestSelectedMonth","The name indicates it calculates the month-over-month percentage change in average daily ACR, which aligns with the context.","The name reflects the calculation described in the context, which involves MoM comparison of average daily ACR.",No problematic abbreviations are present; 'ACR' is a standard term in the business context.,1.2000000000000002,1.6999999999999997,0.7058823529411767,0.0,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,2,ORANGE,#FFA500
M_ACR,$ Avg Daily ACR Previous Selected Month,"
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - 1 Month Prior to Latest Selected Month]
RETURN
CALCULATE(
    [$ Average Daily ACR],ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
)",,good,No,,No,,Yes,"$ average daily acr, date - 1 month prior to latest selected month",Yes,,"$ Avg Daily ACR Previous Selected Month -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - 1 Month Prior to Latest Selected Month]
RETURN
CALCULATE(
    [$ Average Daily ACR],ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
) | REFERENCES: $ Average Daily ACR -> M_ACR + 
VAR Days = [# Days in Month]
VAR DaysCurrent = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),TODAY(),DAY)
VAR ACR = M_ACR[$ ACR]
VAR SelectedMonth = [DATE - Latest Selected Month]
VAR AzureDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]), DimSourceRefreshDetails[DataCategory]=""OCDM Azure Usage"")
VAR AzureCurrentM = [DATE - Azure Current Month]
VAR Today = TODAY()
VAR AzureLastClosed = M_Date[DATE - Last Closed Azure Month]
VAR CurrentMonthFY = M_Date[DATE + 1 Month After Last Closed Azure Month]
VAR SourceDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]),DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR DaysSource = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),SourceDate,DAY)
VAR DaysSourceFY = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[CreateDate]=CurrentMonthFY),SourceDate,DAY)
RETURN
IF(SelectedMonth = AzureCurrentM,DIVIDE(ACR, DaysSource),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days)))
--IF(SelectedMonth > AzureCurrentM,DIVIDE(ACR, DaysSourceFY),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days))), DATE - 1 Month Prior to Latest Selected Month -> M_Date + 
// Returns the start date of the month before the latest selected azure closed month
VAR LatestSelectedAzureClosedMonth = [DATE - Latest Selected Month]
VAR OneMonthPrior = EDATE ( LatestSelectedAzureClosedMonth, -1)
RETURN
OneMonthPrior","The name indicates it calculates the average daily ACR for the previous selected month, which aligns with the context.","The name reflects the calculation described in the context, which involves retrieving the average daily ACR for the previous selected month.",No problematic abbreviations are present; '$' and 'ACR' are standard terms in the business context.,1.6999999999999997,1.6999999999999997,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00
