Table Name,Issue_Severity,Measure Name,Measure Formula,Calculation Type,AI Analyzed,Unique Measure Definition,Is Standard Measure,Self Explanatory Calculation Logic,Complexity Level,Meets Naming Convention Standards,Has Descriptions,Proper DAX References,Unique Measure Definition Score,Unique Measure Definition Max Score,Standard Measure Score,Standard Measure Max Score,Business Documentation Score,Business Documentation Max Score,Complexity Classification Score,Complexity Classification Max Score,Definition Based Naming Score,Definition Based Naming Max Score,Business Focused Naming Score,Business Focused Naming Max Score,DAX Reference Score,DAX Reference Max Score,Overall Score,Calculation Logic Score,Naming Score,Business Purpose,Standardized Calculation Logic Recommendations,Naming Conventions Recommendations
Account Planning,Warning,% Accounts w/ Inactive Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status]  = ""Inactive Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" )",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to account planning and does not align with standard enterprise measures like Total Sales or Gross Margin.,No - The calculation logic is not immediately clear without a description. The measure lacks a business explanation.,"Medium - The measure uses nested functions (VAR, CALCULATE, KEEPFILTERS, DIVIDE), which adds moderate complexity but is appropriate for the business purpose.","Yes - The name is descriptive and aligns with the calculation logic, clearly indicating the measure's purpose.","No - The measure lacks a description, which reduces its clarity for business users.","Yes - The measure uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Tracks the percentage of accounts with inactive plans to monitor account planning activity.,Add a description to explain the business logic behind the measure. Ensure the calculation logic is documented in plain business terms.,No changes needed as the naming convention is clear and descriptive.
Account Planning,Warning,% Accounts w/ Plan Close to Inactive,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Plan Close to Inactive"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" )",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to account planning and does not align with standard enterprise measures like Total Sales or Gross Margin.,No - The calculation logic is not immediately clear without a description. The measure lacks a business explanation.,"Medium - The measure uses nested functions (VAR, CALCULATE, KEEPFILTERS, DIVIDE), which adds moderate complexity but is appropriate for the business purpose.","Yes - The name is descriptive and aligns with the calculation logic, clearly indicating the measure's purpose.","No - The measure lacks a description, which reduces its clarity for business users.","Yes - The measure uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Tracks the percentage of accounts with plans close to becoming inactive to identify potential risks.,Add a description to explain the business logic behind the measure. Ensure the calculation logic is documented in plain business terms.,No changes needed as the naming convention is clear and descriptive.
Account Planning,Warning,# Plans with Opportunities,"CALCULATE (
    [# of Account Plans],
    FILTER (
        VALUES ( 'Account'[AccountPlanID] ),
        [# of Priorities w/ Pipeline] > 0
    )
)",Calculated Measure,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,"No - The calculation logic is not immediately clear without a description, as it involves filtering and nested functions.","Medium - The measure uses nested functions and filtering logic, which adds moderate complexity but is appropriate for the business purpose.",Yes - The name clearly reflects the calculation and business purpose.,"No - The measure lacks a description, which makes it harder for business users to understand its purpose.",Yes - The measure uses fully qualified column references and proper measure referencing.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,"Counts the number of account plans that have associated opportunities, providing insight into account engagement.",Add a description to explain the business logic behind the measure. Consider simplifying the filtering logic if possible to reduce complexity.,No changes needed for naming conventions as the name is clear and descriptive.
Account Planning,Warning,% Accounts w/ Plan w/ Oppty,"DIVIDE ( [# Plans with Opportunities], [# of Account Plans],"""" )",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,Yes - The calculation logic is straightforward and easy to understand as it uses a simple ratio formula.,"Low - The measure uses a simple DIVIDE function, which is appropriate for the business purpose.",Yes - The name clearly reflects the calculation and business purpose.,"No - The measure lacks a description, which makes it harder for business users to understand its purpose.",Yes - The measure uses proper measure referencing and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,"Calculates the percentage of accounts with plans that have associated opportunities, providing insight into account engagement.",Add a description to explain the business logic behind the measure.,No changes needed for naming conventions as the name is clear and descriptive.
Account Planning,Warning,% Accounts w/ Strategic or Full Plan,"
    DIVIDE ( [# Accounts w/ Strategic or Full Plan], [# of Account Plans],"""")",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,Yes - The calculation logic is straightforward and easy to understand as it uses a simple ratio formula.,"Low - The measure uses a simple DIVIDE function, which is appropriate for the business purpose.",Yes - The name clearly reflects the calculation and business purpose.,"No - The measure lacks a description, which makes it harder for business users to understand its purpose.",Yes - The measure uses proper measure referencing and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,"Calculates the percentage of accounts with strategic or full plans, providing insight into account planning quality.",Add a description to explain the business logic behind the measure.,No changes needed for naming conventions as the name is clear and descriptive.
Account Planning,Warning,# Accounts w/ Strategic or Full Plan,"
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Type] IN {""0-Strategic"",""1-Full""} )
    )",Calculated Measure,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales or Gross Margin.,No - The calculation logic is not immediately clear without a description. The use of KEEPFILTERS and filtering Plan Type requires explanation for business users.,"Medium - The measure uses nested functions (CALCULATE and KEEPFILTERS), which adds moderate complexity but is appropriate for the business purpose.",Yes - The name accurately reflects the calculation and uses clear business language.,"No - The measure lacks a description, which makes it harder for business users to understand its purpose and calculation logic.",Yes - The measure uses fully qualified column references and proper DAX syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Counts accounts with specific plan types for strategic or full planning purposes.,Add a description to explain the business purpose and calculation logic of the measure. Ensure the logic is documented in plain business terms.,No changes needed for naming conventions as the measure name is clear and descriptive.
Account Planning,Warning,# Plans Manager Reviewed (last 6 months),"CALCULATE (
  [# of Account Plans],
  FILTER( 'Account','Account'[Manager Reviewed Date] >= (TODAY()-180)))",Calculated Measure,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales or Gross Margin.,No - The calculation logic is not immediately clear without a description. The use of FILTER and date logic requires explanation for business users.,"Medium - The measure uses nested functions (CALCULATE and FILTER), which adds moderate complexity but is appropriate for the business purpose.",Yes - The name accurately reflects the calculation and uses clear business language.,"No - The measure lacks a description, which makes it harder for business users to understand its purpose and calculation logic.",Yes - The measure uses fully qualified column references and proper DAX syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Counts account plans reviewed by managers within the last 6 months.,Add a description to explain the business purpose and calculation logic of the measure. Ensure the logic is documented in plain business terms.,No changes needed for naming conventions as the measure name is clear and descriptive.
Account Planning,Good,% Plans Manager Reviewed (last 6 months),"
    DIVIDE([# Plans Manager Reviewed (last 6 months)], [# of Account Plans],"""")",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures.,"Yes - This measure aligns with standard business patterns as it calculates a percentage, which is a common enterprise metric.",Yes - The calculation logic is straightforward and uses the DIVIDE function for clarity.,Low - The measure uses simple DAX functions (DIVIDE) and is easy to understand.,Yes - The name accurately reflects the calculation and uses clear business language.,"No - The measure lacks a description, which makes it harder for business users to understand its purpose and calculation logic.",Yes - The measure uses proper DAX syntax and unqualified references for measures.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Calculates the percentage of account plans reviewed by managers within the last 6 months.,Add a description to explain the business purpose and calculation logic of the measure. Ensure the logic is documented in plain business terms.,No changes needed for naming conventions as the measure name is clear and descriptive.
Account Planning,Warning,# Accounts w/ Stakeholder Map,"CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Has Stakeholder] = ""Yes"" )
    )",Simple Aggregation,Yes,No - The formula is unique and does not duplicate other measures.,"Yes - This measure aligns with enterprise standards as it calculates a count of accounts with a specific attribute, which is a common business requirement.",Yes - The calculation logic is straightforward and uses clear DAX functions like CALCULATE and KEEPFILTERS.,"Low - The measure uses simple aggregation logic with minimal nesting, making it easy to understand.","Yes - The name clearly reflects the calculation and business purpose, avoiding abbreviations or cryptic labels.","No - The measure lacks a description, which reduces its clarity for business users.",Yes - The formula uses fully qualified column references and consistent syntax.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Counts the number of accounts with stakeholder maps, supporting account planning insights.",Ensure all measures have descriptions to improve business documentation quality. Maintain the current simplicity and clarity of the calculation logic.,No changes needed for naming conventions as the measure name is clear and descriptive.
Account Planning,Good,% Accounts w/ Stakeholder Map,"
    DIVIDE( [# Accounts w/ Stakeholder Map], [# of Account Plans],"""")",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures.,"Yes - This measure aligns with enterprise standards as it calculates a percentage, which is a common business requirement.",Yes - The calculation logic is straightforward and uses clear DAX functions like DIVIDE.,"Low - The measure uses simple division logic with minimal nesting, making it easy to understand.","Yes - The name clearly reflects the calculation and business purpose, avoiding abbreviations or cryptic labels.","No - The measure lacks a description, which reduces its clarity for business users.",Yes - The formula uses consistent syntax and unqualified measure references.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Calculates the percentage of accounts with stakeholder maps, supporting account planning insights.",Ensure all measures have descriptions to improve business documentation quality. Maintain the current simplicity and clarity of the calculation logic.,No changes needed for naming conventions as the measure name is clear and descriptive.
Account Planning,Issue,% of Priorities w/ future Date,"
VAR Numerator = CALCULATE( [# of Active Priorities],
    KEEPFILTERS( 'Account Plan Priority'[Time Frame Date] > today() )
)        
                                                            
RETURN DIVIDE(Numerator,[# of Active Priorities],"""") ",Complex Calculation,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure does not align with enterprise standards as it is specific to a particular use case and not a common business requirement.,"No - The calculation logic is complex due to the use of variables and nested functions, which may not be immediately clear to business users.","High - The measure uses multiple nested functions and variables, increasing its complexity and reducing readability.","Yes - The name clearly reflects the calculation and business purpose, avoiding abbreviations or cryptic labels.","No - The measure lacks a description, which reduces its clarity for business users.",Yes - The formula uses consistent syntax and fully qualified column references.,0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.600,0.200,1.000,"Calculates the percentage of priorities with future dates, supporting account planning insights.",Simplify the calculation logic to improve readability and reduce complexity. Add a description to enhance business documentation quality.,No changes needed for naming conventions as the measure name is clear and descriptive.
Account Planning,Issue,Linked to Objectives,"var Num=CALCULATE([# of Priorities],'Account Planning'[CustomerObjectiveId] <> """",
    'Account'[Plan Type] IN {""0-Strategic"",""1-Full""},
    KEEPFILTERS('Account Plan Priority'[Priority Status] = ""Active"")
)
 Var Den=   CALCULATE([# of Priorities],'Account'[Plan Type] IN {""0-Strategic"",""1-Full""},
        KEEPFILTERS('Account Plan Priority'[Priority Status] = ""Active"")    )
 
RETURN DIVIDE(Num,Den)",Complex Calculation,Yes,No - The formula is unique and does not duplicate other measures.,No - The measure does not align with standard business patterns like Total Sales Value or Gross Margin.,No - The formula is complex with nested functions and lacks a description to explain its business purpose.,"High - The measure uses multiple nested functions and has a lengthy formula, making it difficult to interpret.",No - The name does not clearly reflect the calculation logic or business purpose.,"No - The measure lacks a description, making it unclear for business users.",Yes - The formula uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.200,0.200,0.200,0.200,0.200,Counts priorities linked to objectives based on specific filters.,Simplify the formula to reduce complexity and provide a clear description explaining the business purpose.,"Rename the measure to reflect its calculation logic and business purpose more clearly, such as 'Linked_Objectives_Count'."
Account Planning,Issue,Modified On,"IF(MAX('Account'[Days Since Modified])=BLANK(),BLANK(),IF(MAX('Account'[Days Since Modified])>30,0,1))",Calculated Measure,Yes,No - The formula is unique and does not duplicate other measures.,No - The measure does not align with standard business patterns like Total Sales Value or Gross Margin.,No - The formula is moderately complex and lacks a description to explain its business purpose.,Medium - The formula uses nested IF statements but is relatively shorter and simpler compared to other measures.,No - The name does not clearly reflect the calculation logic or business purpose.,"No - The measure lacks a description, making it unclear for business users.",Yes - The formula uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.000,0.400,0.000,0.400,0.200,0.200,0.300,0.400,0.200,Determines if an account was modified within the last 30 days.,Provide a description explaining the business purpose and simplify the formula if possible.,"Rename the measure to reflect its calculation logic and business purpose more clearly, such as 'Days_Since_Modified_Status'."
Account Planning,Issue,Last Reviewed,"

SWITCH (

    TRUE,

    MAX ( 'Account'[Manager Reviewed Date] ) = BLANK (), BLANK (),

    MAX ( 'Account'[Manager Reviewed Flag] ) = ""Yes""

        && MAX ( 'Account'[Manager Reviewed Date] )

            > TODAY () - 90, 1,

    0

)",Complex Calculation,Yes,No - The formula is unique and does not duplicate other measures.,No - The measure does not align with standard business patterns like Total Sales Value or Gross Margin.,No - The formula is complex with nested SWITCH and lacks a description to explain its business purpose.,"High - The measure uses multiple nested functions and has a lengthy formula, making it difficult to interpret.",No - The name does not clearly reflect the calculation logic or business purpose.,"No - The measure lacks a description, making it unclear for business users.",Yes - The formula uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.200,0.200,0.200,0.200,0.200,Determines the last reviewed status based on manager review flags and dates.,Simplify the formula to reduce complexity and provide a clear description explaining the business purpose.,"Rename the measure to reflect its calculation logic and business purpose more clearly, such as 'Manager_Last_Reviewed_Status'."
Account Planning,Warning,# of Plans w/ Priority,"SUMX( VALUES( 'Account Planning'[AccountPlanID] ), 1 )
                ",Simple Aggregation,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure does not align with standard business patterns like Total Sales Value or Gross Margin.,"No - The calculation logic is not intuitive for business users as it uses SUMX with a constant value of 1, which may not be immediately clear.",Low - The formula is straightforward with only two nested functions and simple aggregation logic.,Yes - The name clearly reflects the measure's purpose and calculation.,"No - No description is provided, which limits business users' understanding of the measure.","Yes - The formula uses fully qualified column references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Counts the number of account plans with priority assigned.,Consider adding a description to explain the business purpose of this measure. Ensure the calculation logic is intuitive for business users.,No changes needed for naming conventions as the measure name is clear and descriptive.
Account Planning,Issue,% of Priorities with Partner,"
VAR Numerator = CALCULATE([# of Priorities] ,
    KEEPFILTERS('Account Plan Partners'[AccountPartnerProfileId] <> """")
)
VAR Denominator = [# of Priorities]


RETURN DIVIDE(Numerator,Denominator, BLANK())",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure does not align with standard business patterns like Total Sales Value or Gross Margin.,"No - The use of VAR and KEEPFILTERS adds complexity, making the calculation logic less intuitive for business users.","Medium - The formula uses multiple nested functions and variables, which increases complexity but is necessary for the calculation.",Yes - The name is descriptive and aligns with the calculation logic.,"No - No description is provided, which limits business users' understanding of the measure.","Yes - The formula uses proper DAX references, including fully qualified column names and unqualified measure references.",0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Calculates the percentage of priorities associated with a partner.,"Simplify the calculation logic if possible, or provide a detailed description to explain the use of variables and KEEPFILTERS.",No changes needed for naming conventions as the measure name is clear and descriptive.
Account Planning,Warning,% Plans Reviewed < 90 Days,"DIVIDE([# plans with manger reviewed date in last 90 days],[# of Account Plans],"""")",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures.,Yes - This measure aligns with standard business patterns as it provides a time-based metric for account plan reviews.,Yes - The calculation logic is straightforward and uses a simple DIVIDE function with clear measure references.,Low - The formula is simple and uses only one nested function.,"Yes - The name is clear, descriptive, and aligns with the calculation logic.","No - No description is provided, which limits business users' understanding of the measure.","Yes - The formula uses proper DAX references, including unqualified measure references.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Calculates the percentage of account plans reviewed within the last 90 days.,Add a description to explain the business purpose of this measure to improve user understanding.,No changes needed for naming conventions as the measure name is clear and descriptive.
Account Planning,Not Analyzed,# plans with manger reviewed date in last 90 days,"CALCULATE (
  [# of Account Plans],
  FILTER( 'Account','Account'[Manager Reviewed Date] >= (TODAY()-90)))",Calculated Measure,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Warning,# plans with days since modified < 30 days,"CALCULATE (
  [# of Account Plans],
  FILTER( 'Account','Account'[Days Since Modified] < 30))",Simple Aggregation,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to the business process and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,"No - The measure lacks a description, making it unclear to business users without additional context.",Low - The formula is straightforward with minimal nested functions and simple logic.,Yes - The name is descriptive and clearly reflects the calculation logic.,"No - The measure does not have a description, which reduces its clarity for business users.",Yes - The formula uses fully qualified column references and proper measure referencing.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Tracks account plans modified within the last 30 days to monitor recent updates.,Add a clear description to explain the business purpose of the measure.,No changes needed as the naming convention is clear and descriptive.
Account Planning,Good,% Plans Modified < 30 Days,"DIVIDE([# plans with days since modified < 30 days],[# of Account Plans],"""")",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to the business process and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,Yes - The formula is simple and uses clear logic to calculate the percentage of plans modified within 30 days.,Low - The formula is straightforward with minimal nested functions and simple logic.,Yes - The name is descriptive and clearly reflects the calculation logic.,"No - The measure does not have a description, which reduces its clarity for business users.",Yes - The formula uses proper measure referencing and does not require column references.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Calculates the percentage of account plans modified within the last 30 days to monitor update frequency.,Add a clear description to explain the business purpose of the measure.,No changes needed as the naming convention is clear and descriptive.
Account Planning,Warning,% of Priorities with Top Priority,"DIVIDE( [# of Top Priorities], [# of Active Priorities],"""" )",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales or Gross Margin.,"No - The measure lacks a description, making it difficult for business users to understand its purpose without additional context.",Low - The formula uses a simple DIVIDE function with no unnecessary complexity.,Yes - The name clearly reflects the calculation logic and business purpose.,"No - The measure does not have a description, which reduces its accessibility for business users.",Yes - The formula uses proper DAX references for measures and columns.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Calculate the percentage of active priorities that are top priorities.,Add a clear description to explain the business purpose of the measure. Consider aligning the measure with standard enterprise metrics if applicable.,No changes needed; the naming convention is appropriate and descriptive.
Account Planning,Warning,% of Top Priorities with CSP,"DIVIDE([# of Top Priorities with CSP],[# of Top Priorities])",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales or Gross Margin.,"No - The measure lacks a description, making it difficult for business users to understand its purpose without additional context.",Low - The formula uses a simple DIVIDE function with no unnecessary complexity.,Yes - The name clearly reflects the calculation logic and business purpose.,"No - The measure does not have a description, which reduces its accessibility for business users.",Yes - The formula uses proper DAX references for measures and columns.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Calculate the percentage of top priorities that are associated with CSP.,Add a clear description to explain the business purpose of the measure. Consider aligning the measure with standard enterprise metrics if applicable.,No changes needed; the naming convention is appropriate and descriptive.
Account Planning,Good,# of Top Priorities with CSP,"CALCULATE([# of Top Priorities],KEEPFILTERS('Account Plan Priority'[Is Top Priority with CSP]= TRUE))",Calculated Measure,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales or Gross Margin.,"No - The measure lacks a description, making it difficult for business users to understand its purpose without additional context.","Medium - The formula uses CALCULATE and KEEPFILTERS, which adds moderate complexity but is appropriate for the business purpose.",Yes - The name clearly reflects the calculation logic and business purpose.,"No - The measure does not have a description, which reduces its accessibility for business users.",Yes - The formula uses proper DAX references for measures and columns.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Calculate the number of top priorities associated with CSP.,Add a clear description to explain the business purpose of the measure. Consider aligning the measure with standard enterprise metrics if applicable.,No changes needed; the naming convention is appropriate and descriptive.
Account Planning,Warning,# of Top Priorities,"CALCULATE([# of Active Priorities]
    ,KEEPFILTERS('Account Plan Priority'[Is Top Priority Linked to Active Customer]= TRUE))",Calculated Measure,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales or Gross Margin.,No - The calculation logic is not immediately clear without a description or explanation of what 'Top Priorities' means in the business context.,"Medium - The measure uses nested functions (CALCULATE and KEEPFILTERS), which adds moderate complexity but is appropriate for the business requirement.",Yes - The name clearly reflects the calculation and business purpose.,"No - The measure lacks a description, which makes it harder for users to understand its purpose and calculation logic.",Yes - The formula uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Identifies the number of top priorities linked to active customers for account planning purposes.,Add a description to explain the business context of 'Top Priorities' and ensure the calculation logic is self-explanatory.,No changes needed as the naming convention is clear and descriptive.
Account Planning,Warning,# Accounts with MACC,"CALCULATE([TPID Count],KEEPFILTERS(Account[Has MACC Pipeline]=""Yes""))",Calculated Measure,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales or Gross Margin.,No - The calculation logic is not immediately clear without a description or explanation of what 'MACC Pipeline' means in the business context.,"Low - The measure uses CALCULATE and KEEPFILTERS, which are straightforward and appropriate for the business requirement.",Yes - The name clearly reflects the calculation and business purpose.,"No - The measure lacks a description, which makes it harder for users to understand its purpose and calculation logic.",Yes - The formula uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Counts the number of accounts with MACC pipeline for account planning purposes.,Add a description to explain the business context of 'MACC Pipeline' and ensure the calculation logic is self-explanatory.,No changes needed as the naming convention is clear and descriptive.
Account Planning,Warning,% Accounts with MACC Consumption Plan,"VAR _Num=CALCULATE([# Accounts with MACC],KEEPFILTERS(Account[Consumption Flag]=""Yes""))

RETURN DIVIDE(_Num,[# Accounts with MACC],"""")

",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales or Gross Margin.,No - The calculation logic is not immediately clear without a description or explanation of what 'MACC Consumption Plan' means in the business context.,"Medium - The measure uses a variable, CALCULATE, KEEPFILTERS, and DIVIDE, which adds moderate complexity but is appropriate for the business requirement.",Yes - The name clearly reflects the calculation and business purpose.,"No - The measure lacks a description, which makes it harder for users to understand its purpose and calculation logic.",Yes - The formula uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Calculates the percentage of accounts with MACC consumption plans for account planning purposes.,Add a description to explain the business context of 'MACC Consumption Plan' and ensure the calculation logic is self-explanatory.,No changes needed as the naming convention is clear and descriptive.
Account Planning,Warning,% of Accounts with QBR,"
var num=CALCULATE([TPID Count],KEEPFILTERS(Account[isqbr]=""yes""))

RETURN DIVIDE(num,[TPID Count],BLANK())
",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales or Gross Margin.,No - The calculation logic is not immediately clear without a description or explanation of what 'TPID Count' and 'isqbr' represent.,"Medium - The measure uses a variable and nested functions, but the logic is straightforward and appropriate for the business purpose.",Yes - The name clearly reflects the calculation and business purpose.,"No - No description is provided, which makes it harder for users to understand the measure's purpose.","Yes - The formula uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Calculate the percentage of accounts with QBR for business performance tracking.,Add a clear description to explain the business purpose of the measure and the meaning of 'TPID Count' and 'isqbr'.,No changes needed; the naming convention is clear and business-focused.
Account Planning,Issue,% of Accounts with CSDR Within Last 30 Days,"
var den=CALCULATE( [TPID Count], KEEPFILTERS( Account[Has Premier Unified] = ""Yes"" ), KEEPFILTERS( Account[Has CSDR] = ""Yes"" ) )
var num=CALCULATE( [TPID Count], KEEPFILTERS( Account[Has Premier Unified] = ""Yes"" ), KEEPFILTERS( Account[Has CSDR within 30 Days] = ""Yes"" ) )

RETURN DIVIDE(num,den,"""")
",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales or Gross Margin.,"No - The calculation logic is complex and lacks a description, making it difficult to understand without additional context.","High - The measure uses multiple variables and nested functions, which increases complexity and may hinder user understanding.",Yes - The name clearly reflects the calculation and business purpose.,"No - No description is provided, which makes it harder for users to understand the measure's purpose.","Yes - The formula uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.600,0.200,1.000,Calculate the percentage of accounts with CSDR within the last 30 days for business performance tracking.,Simplify the calculation logic if possible and add a clear description to explain the business purpose of the measure.,No changes needed; the naming convention is clear and business-focused.
