Table Name,Issue_Severity,Measure Name,Measure Formula,Calculation Type,AI Analyzed,Unique Measure Definition,Is Standard Measure,Self Explanatory Calculation Logic,Complexity Level,Meets Naming Convention Standards,Has Descriptions,Proper DAX References,Unique Measure Definition Score,Unique Measure Definition Max Score,Standard Measure Score,Standard Measure Max Score,Business Documentation Score,Business Documentation Max Score,Complexity Classification Score,Complexity Classification Max Score,Definition Based Naming Score,Definition Based Naming Max Score,Business Focused Naming Score,Business Focused Naming Max Score,DAX Reference Score,DAX Reference Max Score,Overall Score,Calculation Logic Score,Naming Score,Business Purpose,Standardized Calculation Logic Recommendations,Naming Conventions Recommendations
Account Planning,Good,% Accounts w/ Active Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Active Plan"" )
    )
RETURN
    DIVIDE( Numerator, [# of Account Plans] )",Ratio Percentage,Yes,Yes - The formula is unique and does not duplicate other measures.,"Yes - This measure aligns with enterprise standards as it calculates a ratio/percentage, which is commonly used in business reporting.","Yes - The calculation logic is clear, using a numerator and denominator with descriptive variable names.","Medium - The formula uses VAR, CALCULATE, KEEPFILTERS, and DIVIDE, which adds moderate complexity but is appropriate for the business purpose.","Yes - The name is clear and descriptive, indicating the measure calculates the percentage of accounts with an active plan.","No - The measure lacks a description, which makes it harder for business users to understand its purpose and calculation logic.","Yes - The formula uses proper DAX references, including fully qualified column references and unqualified measure references.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Calculates the percentage of accounts with an active plan.,Add a description to explain the calculation logic in plain business terms.,No changes needed for naming conventions as the measure name is clear and descriptive.
Account Planning,Warning,% Accounts w/ No Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""No Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans] )",Ratio Percentage,Yes,No - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - This measure is specific to account planning and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,Yes - The calculation logic is straightforward and uses clear DAX functions to calculate the percentage of accounts with no plan.,"Medium - The measure uses nested functions (VAR, CALCULATE, KEEPFILTERS, DIVIDE), which adds moderate complexity but is appropriate for the business purpose.","Yes - The name clearly reflects the calculation and business purpose, avoiding abbreviations or cryptic labels.","No - No description is provided, which limits the ability for business users to understand the measure's purpose without inspecting the formula.","Yes - The measure uses fully qualified column references ('Account'[Plan Status]) and unqualified measure references ([# of Account Plans]), adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Calculate the percentage of accounts with no plan for account planning insights.,Consider adding a description to explain the measure's purpose in plain business terms. Ensure the complexity remains manageable for business users.,The naming convention is appropriate; no changes are needed.
Account Planning,Warning,% Accounts w/ Inactive Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status]  = ""Inactive Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" )",Ratio Percentage,Yes,No - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - This measure is specific to account planning and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,Yes - The calculation logic is straightforward and uses clear DAX functions to calculate the percentage of accounts with inactive plans.,"Medium - The measure uses nested functions (VAR, CALCULATE, KEEPFILTERS, DIVIDE), which adds moderate complexity but is appropriate for the business purpose.","Yes - The name clearly reflects the calculation and business purpose, avoiding abbreviations or cryptic labels.","No - No description is provided, which limits the ability for business users to understand the measure's purpose without inspecting the formula.","Yes - The measure uses fully qualified column references ('Account'[Plan Status]) and unqualified measure references ([# of Account Plans]), adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Calculate the percentage of accounts with inactive plans for account planning insights.,Consider adding a description to explain the measure's purpose in plain business terms. Ensure the complexity remains manageable for business users.,The naming convention is appropriate; no changes are needed.
Account Planning,Warning,% Accounts w/ Plan Close to Inactive,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Plan Close to Inactive"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" )",Ratio Percentage,Yes,No - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - This measure is specific to account planning and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,Yes - The calculation logic is straightforward and uses clear DAX functions to calculate the percentage of accounts with plans close to inactive.,"Medium - The measure uses nested functions (VAR, CALCULATE, KEEPFILTERS, DIVIDE), which adds moderate complexity but is appropriate for the business purpose.","Yes - The name clearly reflects the calculation and business purpose, avoiding abbreviations or cryptic labels.","No - No description is provided, which limits the ability for business users to understand the measure's purpose without inspecting the formula.","Yes - The measure uses fully qualified column references ('Account'[Plan Status]) and unqualified measure references ([# of Account Plans]), adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Calculate the percentage of accounts with plans close to inactive for account planning insights.,Consider adding a description to explain the measure's purpose in plain business terms. Ensure the complexity remains manageable for business users.,The naming convention is appropriate; no changes are needed.
Account Planning,Warning,# Plans with Opportunities,"CALCULATE (
    [# of Account Plans],
    FILTER (
        VALUES ( 'Account'[AccountPlanID] ),
        [# of Priorities w/ Pipeline] > 0
    )
)",Calculated Measure,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - The measure is not part of a predefined standard library like Total Sales Value or Gross Margin.,"No - The calculation logic is not immediately clear without a description, as it involves filtering and nested functions.","Medium - The measure uses nested functions and filtering, which adds moderate complexity but is manageable.",Yes - The name clearly reflects the calculation and business purpose.,"No - The measure lacks a description, which makes it harder for business users to understand its purpose.",Yes - The formula uses fully qualified column references and measure references correctly.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,"Counts the number of account plans with opportunities, supporting pipeline analysis.",Add a description to explain the business logic behind filtering AccountPlanID and Priorities w/ Pipeline. Consider simplifying the formula if possible.,The naming convention is appropriate; no changes are needed.
Account Planning,Good,% Accounts w/ Plan w/ Oppty,"DIVIDE ( [# Plans with Opportunities], [# of Account Plans],"""" )",Ratio Percentage,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,Yes - The measure aligns with standard business reporting practices as it calculates a percentage.,Yes - The calculation logic is straightforward and easy to understand.,Low - The measure uses a simple DIVIDE function with no nested logic.,Yes - The name clearly reflects the calculation and business purpose.,"No - The measure lacks a description, which would improve its clarity for business users.",Yes - The formula uses proper measure references and adheres to DAX standards.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Calculates the percentage of accounts with plans that have opportunities, supporting strategic planning.",Add a description to explain the business logic behind the percentage calculation.,The naming convention is appropriate; no changes are needed.
Account Planning,Good,% Accounts w/ Strategic or Full Plan,"
    DIVIDE ( [# Accounts w/ Strategic or Full Plan], [# of Account Plans],"""")",Ratio Percentage,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,Yes - The measure aligns with standard business reporting practices as it calculates a percentage.,Yes - The calculation logic is straightforward and easy to understand.,Low - The measure uses a simple DIVIDE function with no nested logic.,Yes - The name clearly reflects the calculation and business purpose.,"No - The measure lacks a description, which would improve its clarity for business users.",Yes - The formula uses proper measure references and adheres to DAX standards.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Calculates the percentage of accounts with strategic or full plans, supporting strategic planning.",Add a description to explain the business logic behind the percentage calculation.,The naming convention is appropriate; no changes are needed.
Account Planning,Warning,# Accounts w/ Strategic or Full Plan,"
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Type] IN {""0-Strategic"",""1-Full""} )
    )",Simple Aggregation,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,No - The calculation logic is not immediately clear without a description explaining the purpose of filtering 'Account'[Plan Type] values.,Medium - The measure uses nested functions (CALCULATE and KEEPFILTERS) but is not overly complex for its purpose.,Yes - The name clearly reflects the calculation and business purpose.,"No - The measure lacks a description, which makes it harder for business users to understand its purpose.",Yes - The formula uses proper DAX syntax with fully qualified column references and measure references.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Counts accounts with specific plan types for strategic or full planning purposes.,Add a description to explain the business purpose of filtering 'Account'[Plan Type] values. Ensure the measure aligns with enterprise standards if applicable.,No changes needed for naming conventions as the name is clear and descriptive.
Account Planning,Issue,# Plans Manager Reviewed (last 6 months),"CALCULATE (
  [# of Account Plans],
  FILTER( 'Account','Account'[Manager Reviewed Date] >= (TODAY()-180)))",Time Intelligence,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,No - The calculation logic is not immediately clear without a description explaining the purpose of filtering 'Account'[Manager Reviewed Date].,"High - The measure uses nested functions (CALCULATE and FILTER) and includes a date calculation, which increases complexity.",Yes - The name clearly reflects the calculation and business purpose.,"No - The measure lacks a description, which makes it harder for business users to understand its purpose.",Yes - The formula uses proper DAX syntax with fully qualified column references and measure references.,0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,Counts plans reviewed by managers within the last six months.,Add a description to explain the business purpose of filtering 'Account'[Manager Reviewed Date]. Consider simplifying the logic if possible.,No changes needed for naming conventions as the name is clear and descriptive.
Account Planning,Warning,% Plans Manager Reviewed (last 6 months),"
    DIVIDE([# Plans Manager Reviewed (last 6 months)], [# of Account Plans],"""")",Ratio Percentage,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,Yes - The calculation logic is straightforward and uses the DIVIDE function to calculate a percentage.,"Low - The measure uses a simple DIVIDE function, which is appropriate for calculating percentages.",Yes - The name clearly reflects the calculation and business purpose.,"No - The measure lacks a description, which makes it harder for business users to understand its purpose.",Yes - The formula uses proper DAX syntax with measure references.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Calculates the percentage of plans reviewed by managers within the last six months.,Add a description to explain the business purpose of calculating the percentage of plans reviewed.,No changes needed for naming conventions as the name is clear and descriptive.
Account Planning,Warning,# Accounts w/ Stakeholder Map,"CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Has Stakeholder] = ""Yes"" )
    )",Simple Aggregation,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - The measure is specific to the business context and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,Yes - The calculation logic is straightforward and uses clear DAX functions like CALCULATE and KEEPFILTERS.,"Low - The formula is simple with only two nested functions, making it easy to understand and maintain.","Yes - The name clearly reflects the calculation and business purpose, avoiding abbreviations or cryptic labels.","No - The measure lacks a description, which reduces its clarity for business users.",Yes - The formula uses fully qualified column references and consistent measure referencing.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,"Counts the number of account plans with stakeholder maps, providing insights into stakeholder engagement.",Consider adding a description to explain the business purpose of the measure for better documentation quality.,No changes needed as the naming convention is already clear and descriptive.
Account Planning,Good,% Accounts w/ Stakeholder Map,"
    DIVIDE( [# Accounts w/ Stakeholder Map], [# of Account Plans],"""")",Ratio Percentage,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,Yes - The measure aligns with standard enterprise reporting practices for percentage calculations.,"Yes - The calculation logic is simple and uses the DIVIDE function for percentage calculation, which is clear and intuitive.","Low - The formula is straightforward with only one nested function, making it easy to understand and maintain.","Yes - The name clearly reflects the calculation and business purpose, avoiding abbreviations or cryptic labels.","No - The measure lacks a description, which reduces its clarity for business users.","Yes - The formula uses consistent measure referencing and avoids column references, adhering to DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Calculates the percentage of accounts with stakeholder maps, providing insights into stakeholder engagement.",Consider adding a description to explain the business purpose of the measure for better documentation quality.,No changes needed as the naming convention is already clear and descriptive.
Account Planning,Issue,% of Priorities w/ future Date,"
VAR Numerator = CALCULATE( [# of Active Priorities],
    KEEPFILTERS( 'Account Plan Priority'[Time Frame Date] > today() )
)        
                                                            
RETURN DIVIDE(Numerator,[# of Active Priorities],"""") ",Complex Calculation,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - The measure is specific to the business context and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,"No - The calculation logic is complex due to the use of a variable and multiple nested functions, which may confuse business users.","High - The formula uses a variable and four nested functions, making it harder to understand and maintain.","Yes - The name clearly reflects the calculation and business purpose, avoiding abbreviations or cryptic labels.","No - The measure lacks a description, which reduces its clarity for business users.",Yes - The formula uses fully qualified column references and consistent measure referencing.,0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.600,0.200,1.000,"Calculates the percentage of priorities with future dates, providing insights into planning and scheduling.",Simplify the calculation logic to reduce complexity and improve user understanding. Add a description to explain the business purpose of the measure.,No changes needed as the naming convention is already clear and descriptive.
Account Planning,Issue,Linked to Objectives,"var Num=CALCULATE([# of Priorities],'Account Planning'[CustomerObjectiveId] <> """",
    'Account'[Plan Type] IN {""0-Strategic"",""1-Full""},
    KEEPFILTERS('Account Plan Priority'[Priority Status] = ""Active"")
)
 Var Den=   CALCULATE([# of Priorities],'Account'[Plan Type] IN {""0-Strategic"",""1-Full""},
        KEEPFILTERS('Account Plan Priority'[Priority Status] = ""Active"")    )
 
RETURN DIVIDE(Num,Den)",Complex Calculation,Yes,Yes - CRITICAL LOGIC: Answer 'Yes' because the formula is unique and does not duplicate other measures.,No - The measure does not align with standard enterprise measures like Total Sales Value or Gross Margin. It is specific to account planning objectives.,"No - The calculation logic is complex and uses nested functions, making it difficult for business users to understand without documentation.","High - The measure has a formula length of 400 characters and uses 5 nested functions, which increases complexity unnecessarily.",No - The name does not clearly reflect the calculation logic or purpose. It is vague and does not describe the measure's output.,"No - The measure lacks a description, which makes it harder for users to understand its purpose and calculation logic.","Yes - The formula uses fully qualified column references, adhering to DAX reference standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.200,0.200,0.200,0.200,0.200,Tracks the number of priorities linked to customer objectives for strategic and full account plans.,Simplify the calculation logic by reducing the number of nested functions and providing a clear explanation of the formula in the description.,"Rename the measure to clearly reflect its purpose and calculation logic, such as 'Linked_Objectives_Count'."
Account Planning,Issue,Modified On,"IF(MAX('Account'[Days Since Modified])=BLANK(),BLANK(),IF(MAX('Account'[Days Since Modified])>30,0,1))",Calculated Measure,Yes,Yes - CRITICAL LOGIC: Answer 'Yes' because the formula is unique and does not duplicate other measures.,No - The measure does not align with standard enterprise measures. It is specific to tracking modification dates.,No - The calculation logic is not self-explanatory due to nested IF statements and lack of documentation.,"Medium - The formula uses 6 nested functions, which adds moderate complexity but is manageable.",Yes - The name reflects the measure's purpose and calculation logic adequately.,"No - The measure lacks a description, which makes it harder for users to understand its purpose and calculation logic.","Yes - The formula uses fully qualified column references, adhering to DAX reference standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Tracks whether an account was modified within the last 30 days.,Provide a description to explain the calculation logic and simplify nested IF statements where possible.,"The name is appropriate, but ensure consistency across similar measures."
Account Planning,Critical,Last Reviewed,"

SWITCH (

    TRUE,

    MAX ( 'Account'[Manager Reviewed Date] ) = BLANK (), BLANK (),

    MAX ( 'Account'[Manager Reviewed Flag] ) = ""Yes""

        && MAX ( 'Account'[Manager Reviewed Date] )

            > TODAY () - 90, 1,

    0

)",Complex Calculation,Yes,Yes - CRITICAL LOGIC: Answer 'Yes' because the formula is unique and does not duplicate other measures.,No - The measure does not align with standard enterprise measures. It is specific to tracking review dates.,No - The calculation logic is overly complex with 7 nested functions and lacks documentation.,"High - The formula uses 7 nested functions, making it unnecessarily complex and difficult to understand.",No - The name does not clearly reflect the calculation logic or purpose. It is vague and does not describe the measure's output.,"No - The measure lacks a description, which makes it harder for users to understand its purpose and calculation logic.","Yes - The formula uses fully qualified column references, adhering to DAX reference standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.200,0.200,0.200,0.200,0.200,Tracks the last review status and date for account managers.,Simplify the calculation logic by reducing the number of nested functions and providing a clear explanation of the formula in the description.,"Rename the measure to clearly reflect its purpose and calculation logic, such as 'Last_Manager_Review_Status'."
Account Planning,Issue,# of Plans w/ Priority,"SUMX( VALUES( 'Account Planning'[AccountPlanID] ), 1 )
                ",Simple Aggregation,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - The measure does not align with standard enterprise measures like Total Sales Value or Gross Margin.,"No - The calculation logic is not intuitive or clearly explained, as the description is missing.",Low - The formula uses basic DAX functions (SUMX and VALUES) and is straightforward.,No - The name includes abbreviations ('w/') and lacks clarity about the calculation purpose.,"No - The measure lacks a description, making it harder for business users to understand its purpose.",Yes - The formula uses fully qualified column references ('Account Planning'[AccountPlanID]).,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.000,0.400,0.000,0.400,0.200,0.200,0.350,0.500,0.200,Counts the number of account plans with a priority assigned.,Add a clear description explaining the business purpose of the measure. Consider aligning the measure with enterprise standards if applicable.,Rename the measure to 'Number_of_Plans_with_Priority' to improve clarity and remove abbreviations.
Account Planning,Warning,% of Priorities with Partner,"
VAR Numerator = CALCULATE([# of Priorities] ,
    KEEPFILTERS('Account Plan Partners'[AccountPartnerProfileId] <> """")
)
VAR Denominator = [# of Priorities]


RETURN DIVIDE(Numerator,Denominator, BLANK())",Ratio Percentage,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - The measure is not part of standard enterprise measures but addresses a specific business need.,"No - The description is missing, and the calculation logic is moderately complex, making it harder to understand.","Medium - The formula uses multiple variables and nested functions, which adds moderate complexity.",Yes - The name clearly reflects the calculation purpose and avoids abbreviations.,"No - The measure lacks a description, which reduces its accessibility for business users.","Yes - The formula uses proper DAX references, including fully qualified column references and unqualified measure references.",0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Calculates the percentage of priorities associated with a partner.,Provide a clear description explaining the measure's business purpose and calculation logic.,No changes needed; the name is clear and descriptive.
Account Planning,Warning,% Plans Reviewed < 90 Days,"DIVIDE([# plans with manger reviewed date in last 90 days],[# of Account Plans],"""")",Ratio Percentage,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - The measure is not part of standard enterprise measures but addresses a specific business need.,Yes - The calculation logic is straightforward and easy to understand.,Low - The formula uses basic DAX functions (DIVIDE) and is simple to interpret.,Yes - The name clearly reflects the calculation purpose and avoids abbreviations.,"No - The measure lacks a description, which reduces its accessibility for business users.","Yes - The formula uses proper DAX references, including unqualified measure references.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Calculates the percentage of plans reviewed within the last 90 days.,Provide a clear description explaining the measure's business purpose.,No changes needed; the name is clear and descriptive.
Account Planning,Not Analyzed,# plans with manger reviewed date in last 90 days,"CALCULATE (
  [# of Account Plans],
  FILTER( 'Account','Account'[Manager Reviewed Date] >= (TODAY()-90)))",Calculated Measure,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Warning,# plans with days since modified < 30 days,"CALCULATE (
  [# of Account Plans],
  FILTER( 'Account','Account'[Days Since Modified] < 30))",Time Intelligence,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,No - The calculation logic is not immediately clear without a description. The measure lacks a description explaining its purpose in business terms.,Low - The measure uses simple logic with CALCULATE and FILTER functions. The complexity is appropriate for the business requirement.,Yes - The name clearly reflects the calculation logic and business purpose.,"No - The measure lacks a description, which reduces its clarity for business users.","Yes - The formula uses fully qualified column references (e.g., 'Account'[Days Since Modified]), which adhere to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Tracks the number of account plans modified within the last 30 days.,Add a description to explain the business purpose of the measure. Ensure the logic is self-explanatory for business users.,No changes needed for naming conventions as the name is clear and descriptive.
Account Planning,Good,% Plans Modified < 30 Days,"DIVIDE([# plans with days since modified < 30 days],[# of Account Plans],"""")",Ratio Percentage,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,"Yes - The calculation logic is straightforward and self-explanatory, even without a description.",Low - The measure uses simple logic with a DIVIDE function. The complexity is appropriate for the business requirement.,Yes - The name clearly reflects the calculation logic and business purpose.,"No - The measure lacks a description, which reduces its clarity for business users.","Yes - The formula uses unqualified measure references (e.g., [# plans with days since modified < 30 days]), which adhere to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Calculates the percentage of account plans modified within the last 30 days.,Add a description to explain the business purpose of the measure.,No changes needed for naming conventions as the name is clear and descriptive.
Account Planning,Warning,% of Priorities with Top Priority,"DIVIDE( [# of Top Priorities], [# of Active Priorities],"""" )",Ratio Percentage,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,No - The calculation logic is not self-explanatory due to the lack of description and unclear business context.,Low - The formula uses a simple DIVIDE function with no unnecessary complexity.,Yes - The name is descriptive and aligns with the calculation logic.,"No - The measure lacks a description, which makes it harder for business users to understand its purpose.",Yes - The formula uses proper DAX references with fully qualified column names and unqualified measure references.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Calculate the percentage of active priorities that are top priorities.,Add a clear description to explain the business purpose of the measure. Consider aligning the measure with standard enterprise metrics if applicable.,No changes needed for naming conventions as the measure name is clear and descriptive.
Account Planning,Warning,% of Top Priorities with CSP,"DIVIDE([# of Top Priorities with CSP],[# of Top Priorities])",Ratio Percentage,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,No - The calculation logic is not self-explanatory due to the lack of description and unclear business context.,Low - The formula uses a simple DIVIDE function with no unnecessary complexity.,Yes - The name is descriptive and aligns with the calculation logic.,"No - The measure lacks a description, which makes it harder for business users to understand its purpose.",Yes - The formula uses proper DAX references with fully qualified column names and unqualified measure references.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Calculate the percentage of top priorities that have CSP.,Add a clear description to explain the business purpose of the measure. Consider aligning the measure with standard enterprise metrics if applicable.,No changes needed for naming conventions as the measure name is clear and descriptive.
Account Planning,Warning,# of Top Priorities with CSP,"CALCULATE([# of Top Priorities],KEEPFILTERS('Account Plan Priority'[Is Top Priority with CSP]= TRUE))",Calculated Measure,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,No - The calculation logic is not self-explanatory due to the lack of description and unclear business context.,"Medium - The formula uses CALCULATE with KEEPFILTERS, which adds moderate complexity but is appropriate for the business purpose.",Yes - The name is descriptive and aligns with the calculation logic.,"No - The measure lacks a description, which makes it harder for business users to understand its purpose.",Yes - The formula uses proper DAX references with fully qualified column names and unqualified measure references.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Calculate the number of top priorities that have CSP.,Add a clear description to explain the business purpose of the measure. Consider simplifying the logic if possible without losing business relevance.,No changes needed for naming conventions as the measure name is clear and descriptive.
Account Planning,Warning,# of Top Priorities,"CALCULATE([# of Active Priorities]
    ,KEEPFILTERS('Account Plan Priority'[Is Top Priority Linked to Active Customer]= TRUE))",Calculated Measure,Yes,Yes - The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context of Account Planning and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,No - The calculation logic is not self-explanatory due to the lack of description and the use of technical terms like 'KEEPFILTERS'.,"Medium - The measure uses nested functions (CALCULATE and KEEPFILTERS), which adds moderate complexity but is appropriate for the business purpose.",Yes - The name clearly reflects the calculation and business purpose of identifying top priorities.,"No - The measure lacks a description, which reduces its clarity and usability for business users.","Yes - The measure uses fully qualified column references, ensuring proper DAX syntax.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Identifies the number of top priorities linked to active customers for account planning purposes.,Add a clear description to explain the business purpose and calculation logic in plain language. Ensure the measure supports broader enterprise reporting standards.,No changes needed for naming conventions as the measure name is clear and descriptive.
Account Planning,Warning,# Accounts with MACC,"CALCULATE([TPID Count],KEEPFILTERS(Account[Has MACC Pipeline]=""Yes""))",Calculated Measure,Yes,Yes - The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context of Account Planning and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,No - The calculation logic is not self-explanatory due to the lack of description and the use of technical terms like 'KEEPFILTERS'.,"Low - The measure uses simple nested functions (CALCULATE and KEEPFILTERS), making it straightforward and appropriate for the business purpose.",Yes - The name clearly reflects the calculation and business purpose of identifying accounts with MACC.,"No - The measure lacks a description, which reduces its clarity and usability for business users.","Yes - The measure uses fully qualified column references, ensuring proper DAX syntax.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Identifies the number of accounts with MACC pipeline for account planning purposes.,Add a clear description to explain the business purpose and calculation logic in plain language. Ensure the measure supports broader enterprise reporting standards.,No changes needed for naming conventions as the measure name is clear and descriptive.
