Table,Measure,Expression,Issue_Severity,Has_Duplicate,Duplicate_Measure_Names,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,Measure_Complexity_Level,Measure_Complexity_Explanation,Calculation_Type,Complexity_Recommendations,Has_Commonly_Used_Measure,Commonly_Used_Explanation,DAX_Recommendations,Self_Explanatory_Explanation,Name_Reflects_Explanation,Abbreviations_Explanation,Unqualified_Measures_Score,Unqualified_Measures_Max_Score,Unique_Measure_Calculation_Score,Unique_Measure_Calculation_Max_Score,Commonly_Used_Measure_Score,Commonly_Used_Measure_Max_Score,Measure_Complexity_Score,Measure_Complexity_Max_Score,Is_Self_Explanatory_Score,Is_Self_Explanatory_Max_Score,Name_Reflects_Expression_Score,Name_Reflects_Expression_Max_Score,Avoid_Abbreviations_Score,Avoid_Abbreviations_Max_Score,Overall_Score,Max_Score,Confidence_Score
Trending,Qualified Pipeline Coverage to Budget MoM,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevMonthKey = SelectedKey - 4

VAR CurrentVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Budget],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Budget],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevMonthKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",issue,No,,No,,Yes,qualified pipeline coverage to budget,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Excessively long expression (631 characters); Excessive function nesting (15 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,Not referenced by any other measures in the model,,The name 'Qualified Pipeline Coverage to Budget MoM' is self-explanatory as it indicates it calculates the month-over-month change in qualified pipeline coverage to budget.,"The name reflects the calculation as the context shows it calculates the month-over-month change in 'Qualified Pipeline Coverage to Budget', which aligns with the name.",There are no problematic abbreviations in the name.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Trending,Qualified Pipeline Coverage to Budget WoW,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Budget],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Budget],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevWeekKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",issue,No,,No,,Yes,qualified pipeline coverage to budget,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Excessively long expression (629 characters); Excessive function nesting (15 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,Not referenced by any other measures in the model,,The name 'Qualified Pipeline Coverage to Budget WoW' is self-explanatory as it indicates it calculates the week-over-week change in qualified pipeline coverage to budget.,"The name reflects the calculation as the context shows it calculates the week-over-week change in 'Qualified Pipeline Coverage to Budget', which aligns with the name.",There are no problematic abbreviations in the name.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Trending,Additional Pipeline Needed Latest Week,"VAR  A = CALCULATE( ( [Pipeline Target Unround] * ( [Billed Budget] - SUM( Trending[ActualBilledRevenue] ) - SUM( Trending[ScheduledBilledRevenue] ) ) )
    - ( SUM( Trending[QualifiedPipeline] ) + SUM( Trending[RunRateProjections] ) )
    ,KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ))

RETURN IF(OR(A <= 0,[QPC to Budget KPI] > 0.995),BLANK(),A)",good,No,,No,,Yes,"billed budget, pipeline target unround, qpc to budget kpi",High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Long expression (360 characters); Excessive function nesting (12 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,Yes,Referenced by 1 measure(s): WW_Additional Pipeline Needed Latest Week,,The name 'Additional Pipeline Needed Latest Week' is self-explanatory as it indicates it calculates the additional pipeline needed for the latest week.,"The name reflects the calculation as the context shows it calculates the additional pipeline needed for the latest week based on various factors, which aligns with the name.",There are no problematic abbreviations in the name.,0.2,0.2,0.2,0.2,0.3,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Trending,Additional Pipeline Needed MoM,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevMonthKey = SelectedKey - 4

VAR Latest =
    CALCULATE(
        [Additional Pipeline Needed Base],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PW =
    CALCULATE(
        [Additional Pipeline Needed Base],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevMonthKey
        )
    )

RETURN
    IF(Latest <= 0, 0, Latest) - IF(PW <= 0, 0, PW)
",issue,No,,No,,Yes,additional pipeline needed base,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Excessively long expression (599 characters); High function nesting (10 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,Not referenced by any other measures in the model,,The name 'Additional Pipeline Needed MoM' is self-explanatory as it clearly indicates that the measure calculates the additional pipeline needed month-over-month.,The name reflects the calculation as the context shows it calculates the difference in additional pipeline needed between the current and previous month.,There are no problematic abbreviations in the name. 'MoM' is a standard abbreviation for 'Month-over-Month' and is widely understood.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Trending,Additional Pipeline Needed WoW,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR Latest =
    CALCULATE(
        [Additional Pipeline Needed Base],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PW =
    CALCULATE(
        [Additional Pipeline Needed Base],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevWeekKey
        )
    )

RETURN
    IF(Latest <= 0, 0, Latest) - IF(PW <= 0, 0, PW)
",issue,No,,No,,Yes,additional pipeline needed base,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Excessively long expression (597 characters); High function nesting (10 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,Not referenced by any other measures in the model,,The name 'Additional Pipeline Needed WoW' is self-explanatory as it indicates the measure calculates the additional pipeline needed week-over-week.,The name reflects the calculation as the context shows it calculates the difference in additional pipeline needed between the current and previous week.,There are no problematic abbreviations in the name. 'WoW' is a standard abbreviation for 'Week-over-Week' and is widely understood.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Trending,STU Owned Pipeline MoM,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevMonthKey = SelectedKey - 4

VAR A =
    CALCULATE(
        [STU Owned Pipeline Base],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR B =
    CALCULATE(
        [STU Owned Pipeline Base],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevMonthKey
        )
    )

VAR X = ROUND(A, 2)
VAR Y = ROUND(B, 2)

RETURN
    IF(
        OR(X <= 0, Y <= 0),
        BLANK(),
        X - Y
    )
",issue,No,,No,,Yes,stu owned pipeline base,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Excessively long expression (639 characters); Excessive function nesting (13 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,Not referenced by any other measures in the model,,The name 'STU Owned Pipeline MoM' is self-explanatory as it indicates the measure calculates the month-over-month change in the STU-owned pipeline.,The name reflects the calculation as the context shows it calculates the difference in STU-owned pipeline between the current and previous month.,There are no problematic abbreviations in the name. 'STU' and 'MoM' are standard abbreviations and widely understood in the business context.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Trending,STU Owned Pipeline WoW,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR A =
    CALCULATE(
        [STU Owned Pipeline Base],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR B =
    CALCULATE(
        [STU Owned Pipeline Base],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevWeekKey
        )
    )

VAR X = ROUND(A, 2)
VAR Y = ROUND(B, 2)

RETURN
    IF(
        OR(X <= 0, Y <= 0),
        BLANK(),
        X - Y
    )
",issue,No,,No,,Yes,stu owned pipeline base,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Excessively long expression (637 characters); Excessive function nesting (13 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,Not referenced by any other measures in the model,,The name 'STU Owned Pipeline WoW' is self-explanatory as it indicates the measure calculates the week-over-week change in the STU-owned pipeline.,The name reflects the calculation as the context shows it calculates the difference in STU-owned pipeline between the current and previous week.,There are no problematic abbreviations in the name. 'STU' and 'WoW' are standard abbreviations and widely understood in the business context.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Trending,STU Owned Pipeline Latest Week,"CALCULATE([STU Owned Pipeline Base],KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ))",warning,No,,No,,Yes,stu owned pipeline base,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic,calculated_measure,"Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Consider simplifying business logic or adding better documentation",No,Not referenced by any other measures in the model,,The name 'STU Owned Pipeline Latest Week' is self-explanatory as it indicates the measure calculates the STU-owned pipeline for the latest week.,The name reflects the calculation as the context shows it retrieves the STU-owned pipeline for the latest week.,There are no problematic abbreviations in the name. 'STU' is a standard abbreviation and widely understood in the business context.,0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999
Trending,Close Plan Attach WoW,"VAR SelectedKey =
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))

VAR PrevWeekKey = SelectedKey - 1

VAR A =
    CALCULATE(
        [Qualified Pipeline with Close Plan Attach],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR B =
    CALCULATE(
        [Qualified Pipeline with Close Plan Attach],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevWeekKey)
    )

VAR X = ROUND(A, 2)
VAR Y = ROUND(B, 2)

RETURN
    IF(OR(X <= 0, Y <= 0), BLANK(), X - Y)
",issue,No,,No,,Yes,qualified pipeline with close plan attach,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Excessively long expression (580 characters); Excessive function nesting (13 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,Not referenced by any other measures in the model,,The name 'Close Plan Attach WoW' is self-explanatory as it indicates the measure calculates the week-over-week change in close plan attachments.,The name reflects the calculation as the context shows it calculates the difference in close plan attachments between the current and previous week.,There are no problematic abbreviations in the name. 'WoW' is a standard abbreviation for 'Week-over-Week' and is widely understood.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Trending,Close Plan Attach MoM,"VAR SelectedKey =
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))

VAR PrevMonthKey = SelectedKey - 4

VAR A =
    CALCULATE(
        [Qualified Pipeline with Close Plan Attach],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR B =
    CALCULATE(
        [Qualified Pipeline with Close Plan Attach],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevMonthKey)
    )

VAR X = ROUND(A, 2)
VAR Y = ROUND(B, 2)

RETURN
    IF(OR(X <= 0, Y <= 0), BLANK(), X - Y)
",issue,No,,No,,Yes,qualified pipeline with close plan attach,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Excessively long expression (582 characters); Excessive function nesting (13 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,Not referenced by any other measures in the model,,The name 'Close Plan Attach MoM' is self-explanatory as it indicates the measure calculates the month-over-month change in close plan attachments.,The name reflects the calculation as the context shows it calculates the difference in close plan attachments between the current and previous month.,There are no problematic abbreviations in the name. 'MoM' is a standard abbreviation for 'Month-over-Month' and is widely understood.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Trending,Qualified Pipeline Coverage to Forecast WoW,"VAR SelectedKey = 
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))

VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevWeekKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",issue,No,,No,,Yes,qualified pipeline coverage to forecast,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Excessively long expression (639 characters); Excessive function nesting (15 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,Not referenced by any other measures in the model,,The name 'Qualified Pipeline Coverage to Forecast WoW' is self-explanatory as it indicates the measure calculates the week-over-week change in qualified pipeline coverage to forecast.,The name reflects the calculation as the context shows it calculates the difference in qualified pipeline coverage to forecast between the current and previous week.,There are no problematic abbreviations in the name. 'WoW' is a standard abbreviation for 'Week-over-Week' and is widely understood.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Trending,Qualified Pipeline Coverage to Forecast MoM,"VAR SelectedKey = 
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))

VAR PrevMonthKey = SelectedKey - 4

VAR CurrentVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevMonthKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",issue,No,,No,,Yes,qualified pipeline coverage to forecast,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Excessively long expression (641 characters); Excessive function nesting (15 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,Not referenced by any other measures in the model,,The name 'Qualified Pipeline Coverage to Forecast MoM' is self-explanatory as it indicates the measure calculates the month-over-month change in qualified pipeline coverage to forecast.,The name reflects the calculation as the context shows it calculates the difference in qualified pipeline coverage to forecast between the current and previous month.,There are no problematic abbreviations in the name. 'MoM' is a standard abbreviation for 'Month-over-Month' and is widely understood.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Trending,CPC to Forecast MoM,"VAR SelectedKey =
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))

VAR PrevMonthKey = SelectedKey - 4

VAR CurrentVal =
    CALCULATE(
        [CPC to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [CPC to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevMonthKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",critical,No,,No,,Yes,cpc to forecast,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Excessively long expression (592 characters); Excessive function nesting (15 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,Not referenced by any other measures in the model,,The name 'CPC to Forecast MoM' is not self-explanatory as 'CPC' is not a standard abbreviation and its meaning is unclear without additional context.,"The name does not reflect the calculation as the context shows it calculates a pipeline coverage ratio, but 'CPC' is not descriptive enough to convey this purpose.",The abbreviation 'CPC' is problematic as it is not a standard or widely understood abbreviation in this context.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.0,0.2,0.0,0.4,0.0,0.4,0.4,2.0,0.2
Trending,CPC to Forecast WoW,"VAR SelectedKey =
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))

VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [CPC to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [CPC to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevWeekKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",critical,No,,No,,Yes,cpc to forecast,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Excessively long expression (590 characters); Excessive function nesting (15 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,Not referenced by any other measures in the model,,The name 'CPC to Forecast WoW' is not self-explanatory as 'CPC' is not a standard abbreviation and its meaning is unclear without additional context.,"The name does not reflect the calculation as the context shows it calculates a pipeline coverage ratio, but 'CPC' is not descriptive enough to convey this purpose.",The abbreviation 'CPC' is problematic as it is not a standard or widely understood abbreviation in this context.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.0,0.2,0.0,0.4,0.0,0.4,0.4,2.0,0.2
Trending,CPC to Budget Latest Week,"CALCULATE( [CPC to Budget], KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ) )",critical,No,,No,,Yes,cpc to budget,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic,calculated_measure,"Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Consider simplifying business logic or adding better documentation",Yes,"Referenced by 2 measure(s): WW_CPC Check Icon, CPC to Budget Latest Week KPI",,The name 'CPC to Budget Latest Week' is not self-explanatory as 'CPC' is not a standard abbreviation and its meaning is unclear without additional context.,"The name does not reflect the calculation as the context shows it calculates a pipeline coverage ratio, but 'CPC' is not descriptive enough to convey this purpose.",The abbreviation 'CPC' is problematic as it is not a standard or widely understood abbreviation in this context.,0.2,0.2,0.2,0.2,0.3,0.3,0.15,0.3,0.0,0.2,0.0,0.4,0.0,0.4,0.85,2.0,0.425
Trending,Additional Pipeline Needed Forecast Latest Week,"VAR  A = CALCULATE( ( [Pipeline Target Unround] * ( [Billed Forecast] - SUM( Trending[ActualBilledRevenue] ) - SUM( Trending[ScheduledBilledRevenue] ) ) )
    - ( SUM( Trending[QualifiedPipeline] ) + SUM( Trending[RunRateProjections] ) )
    ,KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ))

RETURN IF(OR(A <= 0,[QPC to Forecast KPI] > 0.995),BLANK(),A)",good,No,,No,,Yes,"billed forecast, pipeline target unround, qpc to forecast kpi",High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Long expression (364 characters); Excessive function nesting (12 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,Yes,Referenced by 1 measure(s): WW_Additional Pipeline Needed Forecast Latest Week,,The name 'Additional Pipeline Needed Forecast Latest Week' is self-explanatory as it indicates the measure calculates the additional pipeline needed for the forecast in the latest week.,The name reflects the calculation as the context shows it calculates the additional pipeline needed for the forecast in the latest week.,There are no problematic abbreviations in the name. It is clear and descriptive.,0.2,0.2,0.2,0.2,0.3,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Trending,Qualified Pipeline Coverage to Budget YoY,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))


VAR CurrentVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Budget],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Budget PY],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",issue,No,,No,,Yes,"qualified pipeline coverage to budget, qualified pipeline coverage to budget py",High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Excessively long expression (599 characters); Excessive function nesting (15 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,Not referenced by any other measures in the model,,The name 'Qualified Pipeline Coverage to Budget YoY' is self-explanatory as it indicates the measure calculates the year-over-year change in qualified pipeline coverage to budget.,The name reflects the calculation as the context shows it calculates the difference in qualified pipeline coverage to budget between the current and previous year.,There are no problematic abbreviations in the name. 'YoY' is a standard abbreviation for 'Year-over-Year' and is widely understood.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Trending,CPC to Budget YoY,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))


VAR CurrentVal =
    CALCULATE(
        [CPC to Budget],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [Committed Pipeline Coverage to Budget PY],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",critical,No,,No,,Yes,"committed pipeline coverage to budget py, cpc to budget",High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Complex calculation with multiple operations and conditions; Excessively long expression (575 characters); Excessive function nesting (15 nested functions); Well-formatted with line breaks",complex_calculation,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Break complex calculation into multiple simpler measures for better maintainability,No,Not referenced by any other measures in the model,,The name 'CPC to Budget YoY' is not self-explanatory as 'CPC' is not a standard abbreviation and its meaning is unclear without additional context.,"The name does not reflect the calculation as the context shows it calculates a pipeline coverage ratio, but 'CPC' is not descriptive enough to convey this purpose.",The abbreviation 'CPC' is problematic as it is not a standard or widely understood abbreviation in this context.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.0,0.2,0.0,0.4,0.0,0.4,0.4,2.0,0.2
