Table Name,Issue_Severity,Measure Name,Measure Formula,Calculation Type,AI Analyzed,Have Same Measure Definition,Is Standard Measure,Self Explanatory Calculation Logic,Complexity Level,Meets Naming Convention Standards,Has Descriptions,Proper DAX References,Duplicate Measure Definition Score,Duplicate Measure Definition Max Score,Standard Library Measures Score,Standard Library Measures Max Score,Business Documentation Quality Score,Business Documentation Quality Max Score,Complexity Classification Score,Complexity Classification Max Score,Definition Based Naming Score,Definition Based Naming Max Score,Business Focused Naming Score,Business Focused Naming Max Score,DAX Reference Standards Score,DAX Reference Standards Max Score,Overall Score,Calculation Logic Score,Naming Score,Business Purpose,Standardized Calculation Logic Recommendations,Naming Conventions Recommendations
Trending,Critical,CPC to Budget MoM,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevMonthKey = SelectedKey - 4

VAR CurrentVal =
    CALCULATE(
        [CPC to Budget],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [CPC to Budget],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevMonthKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",Complex Calculation,Yes,"No - The formula is unique but overly complex, making it difficult to assess its distinctiveness.",No - The measure does not align with standard business patterns and appears to be custom-built for a specific use case.,"No - The calculation logic is highly complex with multiple nested functions, making it difficult for business users to understand.","High - The formula contains 15 nested functions and spans 583 characters, indicating high complexity.",Yes - The name reflects the calculation and business context clearly.,"No - The measure lacks a description, making it harder for business users to understand its purpose.",Yes - The formula uses proper DAX syntax without inconsistencies.,0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.600,0.200,1.000,Provides a Month-over-Month comparison for CPC to Budget.,Simplify the formula to reduce complexity and improve user understanding. Add a description to explain the business purpose of the measure.,No changes needed as the naming convention is clear and descriptive.
Trending,Critical,CPC to Budget WoW,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [CPC to Budget],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [CPC to Budget],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevWeekKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",Complex Calculation,Yes,"No - The formula is unique but overly complex, making it difficult to assess its distinctiveness.",No - The measure does not align with standard business patterns and appears to be custom-built for a specific use case.,"No - The calculation logic is highly complex with multiple nested functions, making it difficult for business users to understand.","High - The formula contains 15 nested functions and spans 581 characters, indicating high complexity.",Yes - The name reflects the calculation and business context clearly.,"No - The measure lacks a description, making it harder for business users to understand its purpose.",Yes - The formula uses proper DAX syntax without inconsistencies.,0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.600,0.200,1.000,Provides a Week-over-Week comparison for CPC to Budget.,Simplify the formula to reduce complexity and improve user understanding. Add a description to explain the business purpose of the measure.,No changes needed as the naming convention is clear and descriptive.
Trending,Issue,Qualified Pipeline Coverage to Budget MoM,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevMonthKey = SelectedKey - 4

VAR CurrentVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Budget],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Budget],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevMonthKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",Time Intelligence,Yes,"No - The measure has a unique definition compared to others in the dataset, focusing on Month-over-Month pipeline coverage.",No - The measure does not align with standard enterprise measures like Total Sales or Gross Margin but serves a specific business purpose.,No - The calculation logic is complex with nested variables and lacks a description to explain its business purpose.,"High - The measure uses 15 nested functions and a lengthy formula, making it difficult for business users to interpret.",Yes - The name clearly reflects the calculation logic and business purpose (Month-over-Month pipeline coverage).,"No - The measure lacks a description, which reduces its accessibility for business users.","Yes - The formula uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.100,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Tracks Month-over-Month pipeline coverage to budget for trending analysis.,Simplify the calculation logic or provide a detailed description to make the measure more accessible to business users.,Maintain the current naming convention but ensure descriptions are added to improve clarity.
Trending,Issue,Qualified Pipeline Coverage to Budget WoW,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Budget],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Budget],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevWeekKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",Time Intelligence,Yes,"No - The measure has a unique definition compared to others in the dataset, focusing on Week-over-Week pipeline coverage.",No - The measure does not align with standard enterprise measures but serves a specific business purpose.,No - The calculation logic is complex with nested variables and lacks a description to explain its business purpose.,"High - The measure uses 15 nested functions and a lengthy formula, making it difficult for business users to interpret.",Yes - The name clearly reflects the calculation logic and business purpose (Week-over-Week pipeline coverage).,"No - The measure lacks a description, which reduces its accessibility for business users.","Yes - The formula uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.100,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Tracks Week-over-Week pipeline coverage to budget for trending analysis.,Simplify the calculation logic or provide a detailed description to make the measure more accessible to business users.,Maintain the current naming convention but ensure descriptions are added to improve clarity.
Trending,Critical,Additional Pipeline Needed Latest Week,"VAR  A = CALCULATE( ( [Pipeline Target Unround] * ( [Billed Budget] - SUM( Trending[ActualBilledRevenue] ) - SUM( Trending[ScheduledBilledRevenue] ) ) )
    - ( SUM( Trending[QualifiedPipeline] ) + SUM( Trending[RunRateProjections] ) )
    ,KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ))

RETURN IF(OR(A <= 0,[QPC to Budget KPI] > 0.995),BLANK(),A)",Complex Calculation,Yes,"No - The measure has a unique definition compared to others in the dataset, focusing on additional pipeline needed for the latest week.",No - The measure does not align with standard enterprise measures and appears to be ad-hoc.,No - The calculation logic is complex and lacks a description to explain its business purpose.,"Medium - The measure uses 12 nested functions, making it moderately complex but still interpretable with effort.",Yes - The name clearly reflects the calculation logic and business purpose (additional pipeline needed for the latest week).,"No - The measure lacks a description, which reduces its accessibility for business users.","Yes - The formula uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Calculates the additional pipeline needed to meet the latest week's targets.,Provide a detailed description to explain the measure's business purpose and simplify the calculation logic if possible.,Maintain the current naming convention but ensure descriptions are added to improve clarity.
Trending,Issue,Additional Pipeline Needed MoM,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevMonthKey = SelectedKey - 4

VAR Latest =
    CALCULATE(
        [Additional Pipeline Needed Base],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PW =
    CALCULATE(
        [Additional Pipeline Needed Base],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevMonthKey
        )
    )

RETURN
    IF(Latest <= 0, 0, Latest) - IF(PW <= 0, 0, PW)
",Time Intelligence,Yes,No - The measure has a unique calculation logic involving time intelligence for month-over-month comparison.,No - The measure does not align with predefined enterprise standards like Total Sales or Gross Margin.,No - The calculation logic is complex with nested functions and lacks a description to explain its business purpose.,"High - The measure uses 10 nested functions and a lengthy formula, making it difficult for business users to interpret.",Yes - The name clearly reflects the calculation logic and business purpose (Month-over-Month pipeline analysis).,"No - The measure lacks a description, which reduces its accessibility for business users.","Yes - The measure uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,Provides month-over-month analysis of additional pipeline needed.,Simplify the calculation logic to reduce complexity and add a clear description to explain the business purpose.,No changes needed as the naming convention is clear and descriptive.
Trending,Issue,Additional Pipeline Needed WoW,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR Latest =
    CALCULATE(
        [Additional Pipeline Needed Base],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PW =
    CALCULATE(
        [Additional Pipeline Needed Base],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevWeekKey
        )
    )

RETURN
    IF(Latest <= 0, 0, Latest) - IF(PW <= 0, 0, PW)
",Time Intelligence,Yes,No - The measure has a unique calculation logic involving time intelligence for week-over-week comparison.,No - The measure does not align with predefined enterprise standards like Total Sales or Gross Margin.,No - The calculation logic is complex with nested functions and lacks a description to explain its business purpose.,"High - The measure uses 10 nested functions and a lengthy formula, making it difficult for business users to interpret.",Yes - The name clearly reflects the calculation logic and business purpose (Week-over-Week pipeline analysis).,"No - The measure lacks a description, which reduces its accessibility for business users.","Yes - The measure uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,Provides week-over-week analysis of additional pipeline needed.,Simplify the calculation logic to reduce complexity and add a clear description to explain the business purpose.,No changes needed as the naming convention is clear and descriptive.
Trending,Issue,STU Owned Pipeline MoM,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevMonthKey = SelectedKey - 4

VAR A =
    CALCULATE(
        [STU Owned Pipeline Base],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR B =
    CALCULATE(
        [STU Owned Pipeline Base],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevMonthKey
        )
    )

VAR X = ROUND(A, 2)
VAR Y = ROUND(B, 2)

RETURN
    IF(
        OR(X <= 0, Y <= 0),
        BLANK(),
        X - Y
    )
",Time Intelligence,Yes,No - The measure has a unique calculation logic involving time intelligence for month-over-month comparison.,No - The measure does not align with predefined enterprise standards like Total Sales or Gross Margin.,No - The calculation logic is complex with nested functions and lacks a description to explain its business purpose.,"High - The measure uses 13 nested functions and a lengthy formula, making it difficult for business users to interpret.",Yes - The name clearly reflects the calculation logic and business purpose (Month-over-Month pipeline analysis).,"No - The measure lacks a description, which reduces its accessibility for business users.","Yes - The measure uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,Provides month-over-month analysis of STU owned pipeline.,Simplify the calculation logic to reduce complexity and add a clear description to explain the business purpose.,No changes needed as the naming convention is clear and descriptive.
Trending,Issue,STU Owned Pipeline WoW,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR A =
    CALCULATE(
        [STU Owned Pipeline Base],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR B =
    CALCULATE(
        [STU Owned Pipeline Base],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevWeekKey
        )
    )

VAR X = ROUND(A, 2)
VAR Y = ROUND(B, 2)

RETURN
    IF(
        OR(X <= 0, Y <= 0),
        BLANK(),
        X - Y
    )
",Complex Calculation,Yes,No - The measure has a unique calculation logic involving week-over-week comparison using VAR and CALCULATE functions.,No - The measure does not align with standard enterprise measures like Total Sales Value or Gross Margin but serves a specific business purpose.,No - The calculation logic is complex with nested functions and lacks a description to explain its business purpose.,"High - The measure uses 13 nested functions and a lengthy formula, making it difficult for business users to interpret.",Yes - The name clearly reflects the calculation logic (Week-over-Week pipeline comparison).,"No - The measure lacks a description, which reduces its accessibility for business users.",Yes - The formula uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,Tracks week-over-week changes in STU Owned Pipeline for trending analysis.,Simplify the calculation logic where possible and add a clear description to explain the business purpose of the measure.,The naming convention is appropriate; no changes are needed.
Trending,Good,STU Owned Pipeline Latest Week,"CALCULATE([STU Owned Pipeline Base],KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ))",Simple Aggregation,Yes,No - The measure has a unique calculation logic focusing on the latest week pipeline data.,"Yes - The measure aligns with standard business patterns by providing the latest week's pipeline data, which is a common requirement.",Yes - The calculation logic is simple and uses clear DAX functions like CALCULATE and KEEPFILTERS.,"Low - The formula is straightforward with only two nested functions, making it easy to understand.",Yes - The name clearly reflects the calculation logic and business purpose.,"No - The measure lacks a description, which could improve its accessibility for business users.",Yes - The formula uses fully qualified column references and consistent syntax.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Provides the latest week's pipeline data for trending analysis.,Add a description to improve business user accessibility.,The naming convention is appropriate; no changes are needed.
Trending,Issue,Close Plan Attach WoW,"VAR SelectedKey =
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))

VAR PrevWeekKey = SelectedKey - 1

VAR A =
    CALCULATE(
        [Qualified Pipeline with Close Plan Attach],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR B =
    CALCULATE(
        [Qualified Pipeline with Close Plan Attach],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevWeekKey)
    )

VAR X = ROUND(A, 2)
VAR Y = ROUND(B, 2)

RETURN
    IF(OR(X <= 0, Y <= 0), BLANK(), X - Y)
",Complex Calculation,Yes,No - The measure has a unique calculation logic involving week-over-week comparison using VAR and CALCULATE functions.,No - The measure does not align with standard enterprise measures but serves a specific business purpose.,No - The calculation logic is complex with nested functions and lacks a description to explain its business purpose.,"High - The measure uses 13 nested functions and a lengthy formula, making it difficult for business users to interpret.",Yes - The name clearly reflects the calculation logic (Week-over-Week close plan attach comparison).,"No - The measure lacks a description, which reduces its accessibility for business users.",Yes - The formula uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,Tracks week-over-week changes in Close Plan Attach for trending analysis.,Simplify the calculation logic where possible and add a clear description to explain the business purpose of the measure.,The naming convention is appropriate; no changes are needed.
Trending,Issue,Close Plan Attach MoM,"VAR SelectedKey =
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))

VAR PrevMonthKey = SelectedKey - 4

VAR A =
    CALCULATE(
        [Qualified Pipeline with Close Plan Attach],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR B =
    CALCULATE(
        [Qualified Pipeline with Close Plan Attach],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevMonthKey)
    )

VAR X = ROUND(A, 2)
VAR Y = ROUND(B, 2)

RETURN
    IF(OR(X <= 0, Y <= 0), BLANK(), X - Y)
",Time Intelligence,Yes,No - The measure uses a unique calculation logic involving time intelligence (Month-over-Month comparison) and does not duplicate other measures.,No - The measure does not align with standard enterprise measures like Total Sales Value or Gross Margin. It is more specific to the dataset's trending analysis.,No - The calculation logic is complex with nested functions and lacks a description to explain its purpose in business terms.,"High - The measure has a high complexity level due to its length (582 characters) and the use of 13 nested functions, which may be difficult for business users to interpret.",No - The name is descriptive but uses abbreviations like 'MoM' which may not be clear to all business users.,"No - The measure lacks a description, making it difficult for users to understand its business purpose.","Yes - The measure uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.100,0.300,0.000,0.200,0.100,0.300,0.200,0.400,0.200,0.400,0.200,0.200,0.500,0.400,0.600,Provides Month-over-Month comparison for Close Plan Attach rates.,Simplify the calculation logic where possible and add a clear description explaining the business purpose of the measure.,Avoid abbreviations like 'MoM' and use full terms such as 'Month Over Month' for better clarity.
Trending,Issue,Qualified Pipeline Coverage to Forecast WoW,"VAR SelectedKey = 
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))

VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevWeekKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",Time Intelligence,Yes,No - The measure uses a unique calculation logic involving time intelligence (Week-over-Week comparison) and does not duplicate other measures.,No - The measure does not align with standard enterprise measures like Total Sales Value or Gross Margin. It is specific to pipeline coverage analysis.,No - The calculation logic is complex with nested functions and lacks a description to explain its purpose in business terms.,"High - The measure has a high complexity level due to its length (639 characters) and the use of 15 nested functions, which may be difficult for business users to interpret.",No - The name is descriptive but uses abbreviations like 'WoW' which may not be clear to all business users.,"No - The measure lacks a description, making it difficult for users to understand its business purpose.","Yes - The measure uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.100,0.300,0.000,0.200,0.100,0.300,0.200,0.400,0.200,0.400,0.200,0.200,0.500,0.400,0.600,Provides Week-over-Week comparison for Qualified Pipeline Coverage to Forecast.,Simplify the calculation logic where possible and add a clear description explaining the business purpose of the measure.,Avoid abbreviations like 'WoW' and use full terms such as 'Week Over Week' for better clarity.
Trending,Issue,Qualified Pipeline Coverage to Forecast MoM,"VAR SelectedKey = 
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))

VAR PrevMonthKey = SelectedKey - 4

VAR CurrentVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevMonthKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",Time Intelligence,Yes,No - The measure uses a unique calculation logic involving time intelligence (Month-over-Month comparison) and does not duplicate other measures.,No - The measure does not align with standard enterprise measures like Total Sales Value or Gross Margin. It is specific to pipeline coverage analysis.,No - The calculation logic is complex with nested functions and lacks a description to explain its purpose in business terms.,"High - The measure has a high complexity level due to its length (641 characters) and the use of 15 nested functions, which may be difficult for business users to interpret.",No - The name is descriptive but uses abbreviations like 'MoM' which may not be clear to all business users.,"No - The measure lacks a description, making it difficult for users to understand its business purpose.","Yes - The measure uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.100,0.300,0.000,0.200,0.100,0.300,0.200,0.400,0.200,0.400,0.200,0.200,0.500,0.400,0.600,Provides Month-over-Month comparison for Qualified Pipeline Coverage to Forecast.,Simplify the calculation logic where possible and add a clear description explaining the business purpose of the measure.,Avoid abbreviations like 'MoM' and use full terms such as 'Month Over Month' for better clarity.
Trending,Issue,CPC to Forecast MoM,"VAR SelectedKey =
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))

VAR PrevMonthKey = SelectedKey - 4

VAR CurrentVal =
    CALCULATE(
        [CPC to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [CPC to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevMonthKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",Time Intelligence,Yes,No - The measure has a unique calculation logic involving month-over-month comparison using DatasetVersionKey.,No - The measure does not align with standard enterprise measures like Total Sales or Gross Margin. It is specific to forecasting trends.,No - The calculation logic is complex with multiple nested functions and lacks a description to explain its purpose in business terms.,"High - The measure uses 15 nested functions and has a lengthy formula, making it difficult to interpret and maintain.",Yes - The name clearly reflects the calculation purpose (CPC to Forecast MoM).,"No - No description is provided, which makes it harder for business users to understand the measure's purpose.","Yes - The formula uses fully qualified column references (e.g., 'Trending Week'[DatasetVersionKey]).",0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,Provides month-over-month comparison for CPC to Forecast values.,Simplify the calculation logic by reducing nested functions and provide a clear description explaining the business purpose of the measure.,"The naming convention is appropriate, but adding a description would improve user accessibility."
Trending,Issue,CPC to Forecast WoW,"VAR SelectedKey =
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))

VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [CPC to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [CPC to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevWeekKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",Time Intelligence,Yes,No - The measure has a unique calculation logic involving week-over-week comparison using DatasetVersionKey.,No - The measure does not align with standard enterprise measures like Total Sales or Gross Margin. It is specific to forecasting trends.,No - The calculation logic is complex with multiple nested functions and lacks a description to explain its purpose in business terms.,"High - The measure uses 15 nested functions and has a lengthy formula, making it difficult to interpret and maintain.",Yes - The name clearly reflects the calculation purpose (CPC to Forecast WoW).,"No - No description is provided, which makes it harder for business users to understand the measure's purpose.","Yes - The formula uses fully qualified column references (e.g., 'Trending Week'[DatasetVersionKey]).",0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,Provides week-over-week comparison for CPC to Forecast values.,Simplify the calculation logic by reducing nested functions and provide a clear description explaining the business purpose of the measure.,"The naming convention is appropriate, but adding a description would improve user accessibility."
Trending,Warning,CPC to Budget Latest Week,"CALCULATE( [CPC to Budget], KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ) )",Simple Aggregation,Yes,No - The measure has a unique calculation logic filtering for the latest week.,No - The measure does not align with standard enterprise measures like Total Sales or Gross Margin. It is specific to budgeting trends.,"Yes - The calculation logic is straightforward and uses minimal nested functions, making it easy to understand.","Low - The measure uses only 2 nested functions and has a short formula, making it simple and efficient.",Yes - The name clearly reflects the calculation purpose (CPC to Budget Latest Week).,"No - No description is provided, which makes it harder for business users to understand the measure's purpose.","Yes - The formula uses fully qualified column references (e.g., 'Trending Week'[Week Type]).",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Provides CPC to Budget values filtered for the latest week.,"The calculation logic is appropriate, but adding a description would improve user accessibility.","The naming convention is appropriate, but adding a description would improve user accessibility."
Trending,Issue,Additional Pipeline Needed Forecast Latest Week,"VAR  A = CALCULATE( ( [Pipeline Target Unround] * ( [Billed Forecast] - SUM( Trending[ActualBilledRevenue] ) - SUM( Trending[ScheduledBilledRevenue] ) ) )
    - ( SUM( Trending[QualifiedPipeline] ) + SUM( Trending[RunRateProjections] ) )
    ,KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ))

RETURN IF(OR(A <= 0,[QPC to Forecast KPI] > 0.995),BLANK(),A)",Complex Calculation,Yes,No - The measure formula is unique and does not duplicate other measures in the dataset.,No - The measure does not align with standard business patterns like Total Sales or YoY Growth. It appears to be specific to the dataset's context.,"No - The calculation logic is complex, involving nested functions and variables, making it difficult for business users to understand without documentation.",High - The measure has a high level of complexity due to its length (364 characters) and use of 12 nested functions.,"Yes - The name is descriptive and reflects the calculation purpose, adhering to naming convention standards.","No - The measure lacks a description, which reduces its accessibility and usability for business users.","Yes - The formula uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Forecasting additional pipeline needed based on billed forecast and other pipeline metrics.,Simplify the calculation logic or provide detailed documentation to make the measure more accessible to business users.,The naming convention is appropriate; no changes are needed.
