Table Name,Issue_Severity,Measure Name,Measure Formula,Calculation Type,AI Analyzed,Have Same Measure Definition,Is Standard Measure,Self Explanatory Calculation Logic,Complexity Level,Meets Naming Convention Standards,Has Descriptions,Proper DAX References,Duplicate Measure Definition Score,Duplicate Measure Definition Max Score,Standard Library Measures Score,Standard Library Measures Max Score,Business Documentation Quality Score,Business Documentation Quality Max Score,Complexity Classification Score,Complexity Classification Max Score,Definition Based Naming Score,Definition Based Naming Max Score,Business Focused Naming Score,Business Focused Naming Max Score,DAX Reference Standards Score,DAX Reference Standards Max Score,Overall Score,Calculation Logic Score,Naming Score,Business Purpose,Standardized Calculation Logic Recommendations,Naming Conventions Recommendations
Account Planning,Warning,% Accounts w/ No Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""No Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans] )",Ratio Percentage,Yes,No - The measure has a unique calculation logic focusing on accounts with 'No Plan' status.,No - The measure is specific to the business context and does not align with standard enterprise measures like Total Sales or Gross Margin.,"Yes - The calculation logic is straightforward, dividing accounts with 'No Plan' by total accounts.","Low - The measure uses basic DAX functions (CALCULATE, DIVIDE) with minimal nesting, making it easy to understand.","Yes - The name clearly reflects the calculation and business purpose, avoiding abbreviations or cryptic labels.","No - The measure lacks a description, which reduces clarity for business users.","Yes - The measure uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,"Provides insight into the proportion of accounts without a plan, aiding in account management decisions.",Consider adding a description to explain the business purpose of the measure. Ensure alignment with enterprise standards if applicable.,No changes needed; the naming convention is clear and descriptive.
Account Planning,Warning,% Accounts w/ Inactive Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status]  = ""Inactive Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" )",Ratio Percentage,Yes,No - The measure has a unique calculation logic focusing on accounts with 'Inactive Plan' status.,No - The measure is specific to the business context and does not align with standard enterprise measures like Total Sales or Gross Margin.,"Yes - The calculation logic is straightforward, dividing accounts with 'Inactive Plan' by total accounts.","Low - The measure uses basic DAX functions (CALCULATE, DIVIDE) with minimal nesting, making it easy to understand.","Yes - The name clearly reflects the calculation and business purpose, avoiding abbreviations or cryptic labels.","No - The measure lacks a description, which reduces clarity for business users.","Yes - The measure uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,"Provides insight into the proportion of accounts with inactive plans, aiding in account management decisions.",Consider adding a description to explain the business purpose of the measure. Ensure alignment with enterprise standards if applicable.,No changes needed; the naming convention is clear and descriptive.
Account Planning,Warning,% Accounts w/ Plan Close to Inactive,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Plan Close to Inactive"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" )",Ratio Percentage,Yes,No - The measure has a unique calculation logic focusing on accounts with 'Plan Close to Inactive' status.,No - The measure is specific to the business context and does not align with standard enterprise measures like Total Sales or Gross Margin.,"Yes - The calculation logic is straightforward, dividing accounts with 'Plan Close to Inactive' by total accounts.","Low - The measure uses basic DAX functions (CALCULATE, DIVIDE) with minimal nesting, making it easy to understand.","Yes - The name clearly reflects the calculation and business purpose, avoiding abbreviations or cryptic labels.","No - The measure lacks a description, which reduces clarity for business users.","Yes - The measure uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,"Provides insight into the proportion of accounts with plans close to becoming inactive, aiding in account management decisions.",Consider adding a description to explain the business purpose of the measure. Ensure alignment with enterprise standards if applicable.,No changes needed; the naming convention is clear and descriptive.
Account Planning,Warning,# Plans with Opportunities,"CALCULATE (
    [# of Account Plans],
    FILTER (
        VALUES ( 'Account'[AccountPlanID] ),
        [# of Priorities w/ Pipeline] > 0
    )
)",Calculated Measure,Yes,"No - The measure has a unique calculation logic combining filters and aggregation, and no duplicates were identified.","Yes - The measure aligns with enterprise standards by calculating a count of account plans with opportunities, which is a common business metric.","No - The calculation logic involves nested functions and filters, which may not be immediately clear to business users without documentation.","Medium - The measure uses nested functions and filtering logic, which adds moderate complexity but is appropriate for the business purpose.","Yes - The name clearly reflects the calculation and business purpose, using descriptive and business-focused language.","No - The measure lacks a description, which reduces its accessibility and clarity for business users.","Yes - The measure uses fully qualified column references and consistent syntax, adhering to DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Counts the number of account plans with opportunities, providing insights into pipeline activity.",Add a description to explain the business logic behind the measure. Ensure the filtering logic is documented for clarity.,No changes needed as the naming convention is already clear and business-focused.
Account Planning,Good,% Accounts w/ Plan w/ Oppty,"DIVIDE ( [# Plans with Opportunities], [# of Account Plans],"""" )",Ratio Percentage,Yes,No - The measure uses a unique ratio calculation logic and does not duplicate other measures.,"Yes - The measure follows enterprise standards by calculating a percentage, which is a common business metric.","Yes - The calculation logic is straightforward, using a simple ratio formula that is easy to understand.","Low - The measure uses a simple DIVIDE function, making it low in complexity and appropriate for its purpose.","Yes - The name is descriptive, business-focused, and clearly reflects the calculation logic.","No - The measure lacks a description, which could improve its clarity for business users.","Yes - The measure uses consistent syntax and proper referencing for measures, adhering to DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Calculates the percentage of accounts with plans that have opportunities, providing insights into account planning effectiveness.",Add a description to explain the business logic behind the measure for better accessibility.,No changes needed as the naming convention is already clear and business-focused.
Account Planning,Good,% Accounts w/ Strategic or Full Plan,"
    DIVIDE ( [# Accounts w/ Strategic or Full Plan], [# of Account Plans],"""")",Ratio Percentage,Yes,No - The measure uses a unique ratio calculation logic and does not duplicate other measures.,"Yes - The measure aligns with enterprise standards by calculating a percentage, which is a common business metric.","Yes - The calculation logic is straightforward, using a simple ratio formula that is easy to understand.","Low - The measure uses a simple DIVIDE function, making it low in complexity and appropriate for its purpose.","Yes - The name is descriptive, business-focused, and clearly reflects the calculation logic.","No - The measure lacks a description, which could improve its clarity for business users.","Yes - The measure uses consistent syntax and proper referencing for measures, adhering to DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Calculates the percentage of accounts with strategic or full plans, providing insights into account planning quality.",Add a description to explain the business logic behind the measure for better accessibility.,No changes needed as the naming convention is already clear and business-focused.
Account Planning,Warning,# Accounts w/ Strategic or Full Plan,"
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Type] IN {""0-Strategic"",""1-Full""} )
    )",Simple Aggregation,Yes,No - The measure uses a unique calculation logic filtering specific plan types.,"Yes - The measure aligns with enterprise standards by providing a count of accounts with specific plan types, which is a common business requirement.",Yes - The calculation logic is straightforward and filters accounts based on plan types.,"Low - The measure uses simple filtering logic with minimal nesting, making it easy to understand.",Yes - The name clearly reflects the calculation and business purpose without abbreviations.,"No - The measure lacks a description, which reduces its clarity for business users.",Yes - The measure uses fully qualified column references and consistent syntax.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Provides the count of accounts with specific plan types, supporting strategic account planning analysis.",Ensure all measures have descriptions to improve business user understanding. Maintain the simplicity of filtering logic for similar measures.,Continue using descriptive names that clearly reflect the calculation logic and business purpose.
Account Planning,Warning,# Plans Manager Reviewed (last 6 months),"CALCULATE (
  [# of Account Plans],
  FILTER( 'Account','Account'[Manager Reviewed Date] >= (TODAY()-180)))",Time Intelligence,Yes,No - The measure uses a unique calculation logic filtering based on a date range.,"Yes - The measure aligns with enterprise standards by providing a count of plans reviewed within a specific timeframe, which is a common business requirement.",Yes - The calculation logic is clear and filters plans based on a date range.,"Medium - The measure uses nested functions and date filtering, which adds moderate complexity.",Yes - The name clearly reflects the calculation and business purpose without abbreviations.,"No - The measure lacks a description, which reduces its clarity for business users.",Yes - The measure uses fully qualified column references and consistent syntax.,0.200,0.200,0.300,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.850,0.700,1.000,"Provides the count of plans reviewed by managers within the last 6 months, supporting performance tracking and accountability.",Ensure all measures have descriptions to improve business user understanding. Consider simplifying nested logic where possible.,Continue using descriptive names that clearly reflect the calculation logic and business purpose.
Account Planning,Good,% Plans Manager Reviewed (last 6 months),"
    DIVIDE([# Plans Manager Reviewed (last 6 months)], [# of Account Plans],"""")",Ratio Percentage,Yes,No - The measure uses a unique calculation logic dividing two distinct measures.,"Yes - The measure aligns with enterprise standards by providing a percentage metric, which is a common business requirement.",Yes - The calculation logic is straightforward and divides two measures to calculate a percentage.,"Low - The measure uses simple division logic with minimal nesting, making it easy to understand.",Yes - The name clearly reflects the calculation and business purpose without abbreviations.,"No - The measure lacks a description, which reduces its clarity for business users.","Yes - The measure uses unqualified references for measures, which is consistent with DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Provides the percentage of plans reviewed by managers within the last 6 months, supporting performance tracking and accountability.",Ensure all measures have descriptions to improve business user understanding. Maintain simplicity in calculation logic for similar measures.,Continue using descriptive names that clearly reflect the calculation logic and business purpose.
Account Planning,Warning,# Accounts w/ Stakeholder Map,"CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Has Stakeholder] = ""Yes"" )
    )",Simple Aggregation,Yes,No - The measure has a unique calculation logic that filters accounts with stakeholder maps using the 'Has Stakeholder' column.,"Yes - The measure aligns with enterprise standards as it provides a count of accounts with stakeholder maps, which is a common business requirement.",Yes - The calculation logic is straightforward and uses a clear filter condition to count accounts with stakeholder maps.,Low - The measure uses simple DAX functions (CALCULATE and KEEPFILTERS) and is easy to understand.,"Yes - The name clearly reflects the calculation and business purpose, avoiding abbreviations or cryptic labels.","No - The measure lacks a description, which would help explain its business purpose and calculation logic.","Yes - The measure uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Counts the number of accounts with stakeholder maps, supporting stakeholder analysis and account planning.",Ensure all measures have descriptions to improve business user understanding. Consider adding more context to the calculation logic in the description.,No changes needed as the naming convention is clear and adheres to enterprise standards.
Account Planning,Good,% Accounts w/ Stakeholder Map,"
    DIVIDE( [# Accounts w/ Stakeholder Map], [# of Account Plans],"""")",Ratio Percentage,Yes,No - The measure uses a unique calculation logic to compute the percentage of accounts with stakeholder maps.,"Yes - The measure aligns with enterprise standards as it calculates a percentage, which is a common business metric.","Yes - The calculation logic is simple and uses the DIVIDE function to compute the percentage, making it easy to understand.",Low - The measure uses basic DAX functions and is straightforward to interpret.,"Yes - The name is clear, descriptive, and aligns with the calculation logic.","No - The measure lacks a description, which would help explain its business purpose and calculation logic.","Yes - The measure uses unqualified measure references, adhering to DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Calculates the percentage of accounts with stakeholder maps, providing insights into stakeholder engagement.",Add a description to improve business user understanding and provide context for the calculation logic.,No changes needed as the naming convention is clear and adheres to enterprise standards.
Account Planning,Issue,% of Priorities w/ future Date,"
VAR Numerator = CALCULATE( [# of Active Priorities],
    KEEPFILTERS( 'Account Plan Priority'[Time Frame Date] > today() )
)        
                                                            
RETURN DIVIDE(Numerator,[# of Active Priorities],"""") ",Complex Calculation,Yes,No - The measure uses a unique calculation logic to compute the percentage of priorities with a future date.,No - The measure does not align with standard enterprise metrics and appears to be more specific to a particular business use case.,"No - The calculation logic is complex, involving multiple nested functions and a variable, which may be difficult for business users to understand.","High - The measure uses a variable and multiple nested functions, making it more complex than necessary for its business purpose.","Yes - The name is clear and descriptive, aligning with the calculation logic.","No - The measure lacks a description, which would help explain its business purpose and calculation logic.","Yes - The measure uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,"Calculates the percentage of priorities with a future date, supporting planning and prioritization.",Simplify the calculation logic to reduce complexity and make it more accessible to business users. Add a description to explain the measure's purpose and calculation logic.,No changes needed as the naming convention is clear and adheres to enterprise standards.
Account Planning,Issue,Linked to Objectives,"var Num=CALCULATE([# of Priorities],'Account Planning'[CustomerObjectiveId] <> """",
    'Account'[Plan Type] IN {""0-Strategic"",""1-Full""},
    KEEPFILTERS('Account Plan Priority'[Priority Status] = ""Active"")
)
 Var Den=   CALCULATE([# of Priorities],'Account'[Plan Type] IN {""0-Strategic"",""1-Full""},
        KEEPFILTERS('Account Plan Priority'[Priority Status] = ""Active"")    )
 
RETURN DIVIDE(Num,Den)",Complex Calculation,Yes,No - The measure uses a unique combination of filters and calculations specific to customer objectives and account plan priorities.,No - The measure does not align with common enterprise standards like Total Sales or Gross Margin but serves a specific departmental purpose.,"No - The calculation logic is complex and lacks a description, making it difficult for business users to understand its purpose.","High - The measure uses nested functions, multiple filters, and variable definitions, which increase its complexity.",No - The name does not clearly reflect the calculation logic or business purpose. It is ambiguous and lacks descriptiveness.,"No - The measure lacks a description, which reduces its clarity and usability for business users.",Yes - The measure uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.100,0.400,0.100,0.400,0.200,0.200,0.350,0.300,0.400,Tracks the number of priorities linked to customer objectives for strategic and full account plans.,Simplify the calculation logic by reducing nested functions and providing a clear description of the measure's purpose.,"Rename the measure to something more descriptive, such as 'Linked Objectives Count' or 'Strategic Objectives Linked'."
Account Planning,Warning,Modified On,"IF(MAX('Account'[Days Since Modified])=BLANK(),BLANK(),IF(MAX('Account'[Days Since Modified])>30,0,1))",Simple Aggregation,Yes,No - The measure uses a unique logic to determine whether an account was modified recently.,No - The measure is specific to tracking account modifications and does not align with standard enterprise measures.,"Yes - The logic is straightforward and easy to understand, even without a description.",Medium - The measure uses nested IF statements but remains relatively simple in its purpose and execution.,Yes - The name accurately reflects the measure's purpose and calculation logic.,"No - The measure lacks a description, which could improve its clarity for business users.",Yes - The measure uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Identifies whether an account was modified recently based on the number of days since the last modification.,Add a description to clarify the measure's purpose and improve its usability.,No changes needed; the name is already clear and descriptive.
Account Planning,Issue,Last Reviewed,"

SWITCH (

    TRUE,

    MAX ( 'Account'[Manager Reviewed Date] ) = BLANK (), BLANK (),

    MAX ( 'Account'[Manager Reviewed Flag] ) = ""Yes""

        && MAX ( 'Account'[Manager Reviewed Date] )

            > TODAY () - 90, 1,

    0

)",Complex Calculation,Yes,No - The measure uses a unique SWITCH logic to determine the last review status.,"No - The measure is specific to tracking review dates and flags, which is not a standard enterprise measure.","No - The calculation logic is complex and lacks a description, making it difficult for business users to understand its purpose.","High - The measure uses nested SWITCH statements and multiple conditions, increasing its complexity.",No - The name does not clearly reflect the calculation logic or business purpose. It is ambiguous and lacks descriptiveness.,"No - The measure lacks a description, which reduces its clarity and usability for business users.",Yes - The measure uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.100,0.400,0.100,0.400,0.200,0.200,0.350,0.300,0.400,Tracks the last review status of accounts based on manager flags and review dates.,Simplify the calculation logic by reducing nested SWITCH statements and providing a clear description of the measure's purpose.,"Rename the measure to something more descriptive, such as 'Last Manager Review Status' or 'Manager Review Date Status'."
Account Planning,Issue,# of Plans w/ Priority,"SUMX( VALUES( 'Account Planning'[AccountPlanID] ), 1 )
                ",Simple Aggregation,Yes,No - The measure uses a unique SUMX calculation logic specific to counting AccountPlanID values.,No - The measure does not align with standard enterprise measures like Total Sales or Gross Margin.,No - The calculation logic is not intuitive for business users without a description or context.,Low - The formula is straightforward with only two nested functions and a simple aggregation logic.,No - The name uses abbreviations ('w/') and lacks clarity about the calculation purpose.,"No - The measure lacks a description, making it harder for users to understand its purpose.",Yes - The formula uses fully qualified column references ('Account Planning'[AccountPlanID]).,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.200,0.400,0.200,0.400,0.200,0.200,0.550,0.500,0.600,Counts the number of plans with a priority assigned.,Add a description to explain the business purpose of the measure and ensure it aligns with enterprise standards.,"Avoid abbreviations like 'w/' and use a more descriptive name, such as 'Total Plans with Priority'."
Account Planning,Warning,% of Priorities with Partner,"
VAR Numerator = CALCULATE([# of Priorities] ,
    KEEPFILTERS('Account Plan Partners'[AccountPartnerProfileId] <> """")
)
VAR Denominator = [# of Priorities]


RETURN DIVIDE(Numerator,Denominator, BLANK())",Ratio Percentage,Yes,"No - The measure uses a unique VAR-based calculation with KEEPFILTERS and DIVIDE, which is not duplicated elsewhere.",Yes - The measure aligns with standard business patterns for calculating percentages.,No - The calculation logic is complex and requires explanation for business users to understand the purpose of the numerator and denominator.,"Medium - The formula uses multiple variables and nested functions, but the complexity is appropriate for the business purpose.",Yes - The name is descriptive and clearly reflects the calculation purpose.,"No - The measure lacks a description, which would help clarify the business purpose.","Yes - The formula uses proper DAX references, including fully qualified column references and unqualified measure references.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Calculates the percentage of priorities associated with a partner.,Add a description to explain the purpose of the numerator and denominator for business users.,No changes needed; the name is already descriptive and business-focused.
Account Planning,Warning,% Plans Reviewed < 90 Days,"DIVIDE([# plans with manger reviewed date in last 90 days],[# of Account Plans],"""")",Ratio Percentage,Yes,No - The measure uses a unique DIVIDE calculation logic specific to plans reviewed within 90 days.,Yes - The measure aligns with standard business patterns for calculating percentages.,Yes - The calculation logic is simple and intuitive for business users.,Low - The formula is straightforward with only one nested function.,Yes - The name is descriptive and clearly reflects the calculation purpose.,"No - The measure lacks a description, which would help clarify the business purpose.","Yes - The formula uses proper DAX references, including unqualified measure references.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Calculates the percentage of plans reviewed within the last 90 days.,Add a description to explain the business purpose of the measure.,No changes needed; the name is already descriptive and business-focused.
Account Planning,Not Analyzed,# plans with manger reviewed date in last 90 days,"CALCULATE (
  [# of Account Plans],
  FILTER( 'Account','Account'[Manager Reviewed Date] >= (TODAY()-90)))",Calculated Measure,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Warning,# plans with days since modified < 30 days,"CALCULATE (
  [# of Account Plans],
  FILTER( 'Account','Account'[Days Since Modified] < 30))",Simple Aggregation,Yes,No - The measure has a unique calculation logic that filters accounts based on the days since they were last modified.,No - The measure is specific to the business context and does not align with standard enterprise measures like Total Sales or Gross Margin.,"Yes - The calculation logic is straightforward and filters accounts based on a numeric threshold, which is easy to understand.",Low - The measure uses simple DAX functions (CALCULATE and FILTER) and is appropriate for its business purpose.,Yes - The name clearly reflects the calculation logic and business purpose without abbreviations or cryptic labels.,"No - The measure lacks a description, which reduces its clarity for business users.",Yes - The measure uses fully qualified column references and adheres to DAX standards.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Tracks account plans modified within the last 30 days to monitor recent updates.,Consider adding a description to explain the business purpose of the measure in plain language. Ensure alignment with enterprise standards if applicable.,The naming convention is appropriate; no changes are needed.
Account Planning,Good,% Plans Modified < 30 Days,"DIVIDE([# plans with days since modified < 30 days],[# of Account Plans],"""")",Ratio Percentage,Yes,No - The measure has a unique calculation logic that calculates the percentage of plans modified within the last 30 days.,Yes - The measure aligns with standard business patterns for ratio/percentage calculations.,"Yes - The calculation logic is straightforward and uses the DIVIDE function to compute a percentage, which is easy to understand.",Low - The measure uses simple DAX functions (DIVIDE) and is appropriate for its business purpose.,Yes - The name clearly reflects the calculation logic and business purpose without abbreviations or cryptic labels.,"No - The measure lacks a description, which reduces its clarity for business users.",Yes - The measure uses unqualified references for measures and adheres to DAX standards.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Calculates the percentage of account plans modified within the last 30 days to provide insights into recent activity.,Consider adding a description to explain the business purpose of the measure in plain language.,The naming convention is appropriate; no changes are needed.
Account Planning,Warning,% of Priorities with Top Priority,"DIVIDE( [# of Top Priorities], [# of Active Priorities],"""" )",Ratio Percentage,Yes,No - The formula is unique and calculates a specific ratio between two distinct measures.,No - This measure is specific to the business context of account planning and does not align with standard enterprise measures like Total Sales or Gross Margin.,"Yes - The formula uses a straightforward DIVIDE function, making the calculation logic easy to understand.",Low - The measure uses a simple ratio calculation with no nested functions or complex logic.,Yes - The name clearly reflects the calculation logic and business purpose.,"No - The measure lacks a description, which reduces clarity for business users.",Yes - The formula uses proper DAX syntax with unqualified measure references.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Provides insight into the proportion of active priorities that are top priorities.,Consider adding a description to explain the business purpose of the measure in plain language.,No changes needed as the naming convention is clear and descriptive.
Account Planning,Warning,% of Top Priorities with CSP,"DIVIDE([# of Top Priorities with CSP],[# of Top Priorities])",Ratio Percentage,Yes,No - The formula is unique and calculates a specific ratio between two distinct measures.,No - This measure is specific to the business context of account planning and does not align with standard enterprise measures like Total Sales or Gross Margin.,"Yes - The formula uses a straightforward DIVIDE function, making the calculation logic easy to understand.",Low - The measure uses a simple ratio calculation with no nested functions or complex logic.,Yes - The name clearly reflects the calculation logic and business purpose.,"No - The measure lacks a description, which reduces clarity for business users.",Yes - The formula uses proper DAX syntax with unqualified measure references.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Provides insight into the proportion of top priorities that have CSP.,Consider adding a description to explain the business purpose of the measure in plain language.,No changes needed as the naming convention is clear and descriptive.
Account Planning,Warning,# of Top Priorities with CSP,"CALCULATE([# of Top Priorities],KEEPFILTERS('Account Plan Priority'[Is Top Priority with CSP]= TRUE))",Simple Aggregation,Yes,No - The formula is unique and calculates a specific count using filters.,No - This measure is specific to the business context of account planning and does not align with standard enterprise measures like Total Sales or Gross Margin.,"Yes - The formula uses CALCULATE with KEEPFILTERS, which is clear and appropriate for the business purpose.","Medium - The measure uses nested functions (CALCULATE and KEEPFILTERS), which adds moderate complexity.",Yes - The name clearly reflects the calculation logic and business purpose.,"No - The measure lacks a description, which reduces clarity for business users.",Yes - The formula uses proper DAX syntax with fully qualified column references.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Provides the count of top priorities that have CSP.,Consider adding a description to explain the business purpose of the measure in plain language.,No changes needed as the naming convention is clear and descriptive.
Account Planning,Warning,# of Top Priorities,"CALCULATE([# of Active Priorities]
    ,KEEPFILTERS('Account Plan Priority'[Is Top Priority Linked to Active Customer]= TRUE))",Calculated Measure,Yes,No - The measure uses a unique calculation logic involving filtering based on 'Is Top Priority Linked to Active Customer'. No duplicates detected.,No - The measure is specific to the business context and does not align with standard enterprise measures like Total Sales or Gross Margin.,No - The calculation logic is somewhat clear but lacks a description to explain its business purpose in plain terms.,Medium - The measure uses nested functions (CALCULATE and KEEPFILTERS) but is not overly complex for its intended purpose.,"Yes - The name clearly reflects the calculation and business purpose, aligning with naming convention standards.","No - The measure lacks a description, which reduces its clarity and usability for business users.",Yes - The measure uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Counts the number of active priorities linked to top priorities for account planning.,Add a description to explain the business purpose of the measure in plain terms. Consider aligning the measure with enterprise standards if applicable.,No changes needed as the naming convention is clear and descriptive.
Account Planning,Warning,# Accounts with MACC,"CALCULATE([TPID Count],KEEPFILTERS(Account[Has MACC Pipeline]=""Yes""))",Calculated Measure,Yes,No - The measure uses a unique calculation logic filtering accounts with MACC pipeline. No duplicates detected.,No - The measure is specific to the business context and does not align with standard enterprise measures.,No - The calculation logic is somewhat clear but lacks a description to explain its business purpose in plain terms.,Low - The measure uses simple nested functions (CALCULATE and KEEPFILTERS) and is straightforward.,"Yes - The name clearly reflects the calculation and business purpose, aligning with naming convention standards.","No - The measure lacks a description, which reduces its clarity and usability for business users.",Yes - The measure uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Counts the number of accounts with MACC pipeline for account planning.,Add a description to explain the business purpose of the measure in plain terms. Consider aligning the measure with enterprise standards if applicable.,No changes needed as the naming convention is clear and descriptive.
Account Planning,Good,% Accounts with MACC Consumption Plan,"VAR _Num=CALCULATE([# Accounts with MACC],KEEPFILTERS(Account[Consumption Flag]=""Yes""))

RETURN DIVIDE(_Num,[# Accounts with MACC],"""")

",Ratio Percentage,Yes,No - The measure uses a unique calculation logic involving a variable and division. No duplicates detected.,No - The measure is specific to the business context and does not align with standard enterprise measures.,"Yes - The calculation logic is clear and uses a variable to simplify the formula. However, it lacks a description to explain its business purpose.","Medium - The measure uses nested functions and a variable, making it moderately complex but appropriate for its purpose.","Yes - The name clearly reflects the calculation and business purpose, aligning with naming convention standards.","No - The measure lacks a description, which reduces its clarity and usability for business users.",Yes - The measure uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Calculates the percentage of accounts with MACC consumption plans for account planning.,Add a description to explain the business purpose of the measure in plain terms. Consider aligning the measure with enterprise standards if applicable.,No changes needed as the naming convention is clear and descriptive.
