Table,Measure,Expression,Description,Has_Duplicate,Duplicate_Measure_Names,Uses_IFERROR,Uses_INTERSECT,Uses_Division_Instead_Of_DIVIDE,Uses_FILTER_In_CALCULATE,Uses_FILTER_With_Measure,Uses_Percentage_Syntax,Direct_Measure_Reference,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,DAX_Recommendations,Critical_Score,Max_Critical_Score,Issue_Score,Max_Issue_Score,Warning_Score,Max_Warning_Score,Total_DAX_Score,Max_Total_DAX_Score,Is_Self_Explanatory_Score,Why_Not_Self_Explanatory,Name_Reflects_Expression_Score,Why_Is_Name_Not_Reflecting_Expression,Avoid_Abbreviations_Score,Why_Cryptic_Abbreviated,Total_AI_Quality_Score,Combined_Naming_Score,Overall_Quality_Average,Issue_Severity,Severity_Priority,Severity_Color_Code,Severity_Hex_Color
Trending,CPC to Forecast MoM,"VAR SelectedKey =
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))

VAR PrevMonthKey = SelectedKey - 4

VAR CurrentVal =
    CALCULATE(
        [CPC to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [CPC to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevMonthKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",,No,,No,No,No,No,No,No,No,No,,Yes,cpc to forecast,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The abbreviation 'CPC' is not clear without additional context.,0.0,The name does not clarify what 'CPC to Forecast' represents.,0.0,The abbreviation 'CPC' is unclear.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,CPC to Forecast WoW,"VAR SelectedKey =
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))

VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [CPC to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [CPC to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevWeekKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",,No,,No,No,No,No,No,No,No,No,,Yes,cpc to forecast,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The abbreviation 'CPC' is not clear without additional context.,0.0,The name does not clarify what 'CPC to Forecast' represents.,0.0,The abbreviation 'CPC' is unclear.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,CPC to Budget Latest Week,"CALCULATE( [CPC to Budget], KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ) )",,No,,No,No,No,No,No,No,No,No,,Yes,cpc to budget,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The abbreviation 'CPC' is not clear without additional context.,0.0,The name does not clarify what 'CPC to Budget' represents.,0.0,The abbreviation 'CPC' is unclear.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Additional Pipeline Needed Forecast Latest Week,"VAR  A = CALCULATE( ( [Pipeline Target Unround] * ( [Billed Forecast] - SUM( Trending[ActualBilledRevenue] ) - SUM( Trending[ScheduledBilledRevenue] ) ) )
    - ( SUM( Trending[QualifiedPipeline] ) + SUM( Trending[RunRateProjections] ) )
    ,KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ))

RETURN IF(OR(A <= 0,[QPC to Forecast KPI] > 0.995),BLANK(),A)",,No,,No,No,No,No,No,No,No,No,,Yes,"billed forecast, pipeline target unround, qpc to forecast kpi",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Qualified Pipeline Coverage to Budget YoY,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))


VAR CurrentVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Budget],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Budget PY],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",,No,,No,No,No,No,No,No,No,No,,Yes,"qualified pipeline coverage to budget, qualified pipeline coverage to budget py",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,CPC to Budget YoY,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))


VAR CurrentVal =
    CALCULATE(
        [CPC to Budget],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [Committed Pipeline Coverage to Budget PY],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",,No,,No,No,No,No,No,No,No,No,,Yes,"committed pipeline coverage to budget py, cpc to budget",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The abbreviation 'CPC' is not clear without additional context.,0.0,The name does not clarify what 'CPC to Budget' represents.,0.0,The abbreviation 'CPC' is unclear.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,CPC to Forecast YoY,"VAR SelectedKey =
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))


VAR CurrentVal =
    CALCULATE(
        [CPC to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [Committed Pipeline Coverage to Forecast PY],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",,No,,No,No,No,No,No,No,No,No,,Yes,"committed pipeline coverage to forecast py, cpc to forecast",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.0,The abbreviation 'CPC' is not clear without additional context.,1.5,0.5,0.8333333333333334,warning,3,YELLOW,#FFFF00
Trending,Qualified Pipeline Coverage to Forecast YoY,"VAR SelectedKey = 
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))


VAR CurrentVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Forecast PY],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",,No,,No,No,No,No,No,No,No,No,,Yes,"qualified pipeline coverage to forecast, qualified pipeline coverage to forecast py",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,CPC to Forecast Latest Week,"CALCULATE( [CPC to Forecast], KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ) )",,No,,No,No,No,No,No,No,No,No,,Yes,cpc to forecast,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.0,The abbreviation 'CPC' is not clear without additional context.,1.5,0.5,0.8333333333333334,warning,3,YELLOW,#FFFF00
Trending,QPC to Budget KPI,"DIVIDE([Qualified Pipeline Coverage to Budget Latest Week],[Pipeline Target],BLANK())",,No,,No,No,No,No,No,No,No,No,,Yes,"pipeline target, qualified pipeline coverage to budget latest week",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.0,The abbreviation 'QPC' is not clear without additional context.,1.5,0.5,0.8333333333333334,warning,3,YELLOW,#FFFF00
Trending,QPC to Forecast KPI,"DIVIDE([Qualified Pipeline Coverage to Forecast Latest Week],[Pipeline Target],BLANK())",,No,,No,No,No,No,No,No,No,No,,Yes,"pipeline target, qualified pipeline coverage to forecast latest week",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.0,The abbreviation 'QPC' is not clear without additional context.,1.5,0.5,0.8333333333333334,warning,3,YELLOW,#FFFF00
Trending,Qualified Pipeline WoW,"VAR SelectedKey = 
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [Qualified Pipeline],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Qualified Pipeline],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevWeekKey
        )
    )

RETURN
    CurrentVal - PrevVal
",,No,,No,No,No,No,No,No,No,No,,Yes,qualified pipeline,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Committed Pipeline WoW,"VAR SelectedKey = 
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [Committed + Risk Pipeline],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Committed + Risk Pipeline],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevWeekKey
        )
    )

RETURN
    CurrentVal - PrevVal
",,No,,No,No,No,No,No,No,No,No,,Yes,committed + risk pipeline,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,WW_Co-Sell Prioritized Partner Sharing, [Co-Sell Prioritized Partner Sharing %],,No,,No,No,No,No,No,No,Yes,No,,Yes,co-sell prioritized partner sharing %,DIRECT REFERENCE: This measure is a simple reference to another measure - consider consolidating or adding business logic,0.5,0.5,0.25,0.35,0.15,0.15,0.9,1.0,1.0,,0.5,,0.0,The prefix 'WW' is an abbreviation and not self-explanatory.,1.5,0.5,0.7999999999999999,warning,3,YELLOW,#FFFF00
Trending,WW_Forecast VTB,"DIVIDE(CALCULATE ([Billed Forecast] - [Billed Budget],KEEPFILTERS('Trending Week'[Week Type] = ""Latest Week"")),1000)",,No,,No,No,No,No,No,No,No,No,,Yes,"billed budget, billed forecast",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The abbreviation 'VTB' is not clear and the measure name does not explain what it calculates.,0.0,The name does not reflect the calculation of the difference between billed forecast and billed budget.,0.0,The abbreviation 'VTB' is not clear.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,WW_Additional Pipeline Needed Latest Week,"DIVIDE([Additional Pipeline Needed Latest Week],1000)",,No,,No,No,No,No,No,No,No,No,,Yes,additional pipeline needed latest week,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.0,The prefix 'WW' is an abbreviation and not self-explanatory.,1.5,0.5,0.8333333333333334,warning,3,YELLOW,#FFFF00
Trending,WW_Additional Pipeline Needed Forecast Latest Week,"DIVIDE([Additional Pipeline Needed Forecast Latest Week],1000)",,No,,No,No,No,No,No,No,No,No,,Yes,additional pipeline needed forecast latest week,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.0,The prefix 'WW' is an abbreviation and not self-explanatory.,1.5,0.5,0.8333333333333334,warning,3,YELLOW,#FFFF00
Trending,WW_SolutionAreaSelect," IF(ISFILTERED('Product'[Solution Area]),SELECTEDVALUE('Product'[Solution Area]),BLANK())",,No,,No,No,No,No,No,No,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.0,The prefix 'WW' is an abbreviation and not self-explanatory.,1.5,0.5,0.8333333333333334,warning,3,YELLOW,#FFFF00
Trending,WW_SolutionAreaHeader," if(ISBLANK([WW_SolutionAreaSelect]),""All Up Business"",[WW_SolutionAreaSelect] & "" All Up"")",,No,,No,No,No,No,No,No,No,No,,Yes,ww_solutionareaselect,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.0,The prefix 'WW' is an abbreviation and not self-explanatory.,1.5,0.5,0.8333333333333334,warning,3,YELLOW,#FFFF00
Trending,WW_SolutionAreaBackgroundColour," SWITCH(SELECTEDVALUE('Product'[Solution Area]),""Modern Work"",1
,""Business Applications"",2
,""Applications and Infrastructure"",3
,""Data and AI"",4,0)",,No,,No,No,No,No,No,No,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.0,The prefix 'WW' is an abbreviation and not self-explanatory.,1.5,0.5,0.8333333333333334,warning,3,YELLOW,#FFFF00
Trending,WW_QPC KPI,"
DIVIDE (
    [Qualified Pipeline Coverage to Budget Latest Week],
    [Pipeline Target],
    """"
)",,No,,No,No,No,No,No,No,No,No,,Yes,"pipeline target, qualified pipeline coverage to budget latest week",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.0,The abbreviations 'WW' and 'QPC' are not clear without additional context.,1.5,0.5,0.8333333333333334,warning,3,YELLOW,#FFFF00
Trending,WW_QPC KPI Icon," 
var perfQPC = [WW_QPC KPI]
RETURN
SWITCH( TRUE()
                    , perfQPC >= 0.995 && perfQPC < 100, 1
                    , perfQPC >= 0.895 && perfQPC < 0.995,2
                    , perfQPC > 0 && perfQPC < 0.895, 3
)",,No,,No,No,No,No,No,No,No,No,,Yes,ww_qpc kpi,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.0,The abbreviation 'QPC' is not self-explanatory and could confuse users unfamiliar with its meaning.,1.5,0.5,0.8333333333333334,warning,3,YELLOW,#FFFF00
Trending,WW_CPC Check Icon," 
var cpcVar = [CPC to Budget Latest Week]
RETURN
SWITCH( TRUE(),
                        cpcVar >= 0.995, 1,
                        cpcVar >= 0.895 && cpcVar < 0.995 , 2, 
                        cpcVar < 0.895 && cpcVar<>0, 3
)",,No,,No,No,No,No,No,No,No,No,,Yes,cpc to budget latest week,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.0,The abbreviation 'CPC' is not self-explanatory and could confuse users unfamiliar with its meaning.,1.5,0.5,0.8333333333333334,warning,3,YELLOW,#FFFF00
Trending,WW_QPAT60 KPI,"
DIVIDE ( [Qualified Pipeline in High Stage Latest Week], [Formats], """" )",,No,,No,No,No,No,No,No,No,No,,Yes,"formats, qualified pipeline in high stage latest week",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The abbreviation 'QPAT60' is not self-explanatory and does not provide clarity on what the measure calculates.,0.0,The name does not clearly reflect the calculation of dividing 'Qualified Pipeline in High Stage Latest Week' by 'Formats'.,0.0,The abbreviation 'QPAT60' is cryptic and unclear.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Close Plan Attach Latest Week,"CALCULATE([Qualified Pipeline with Close Plan Attach],KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ))",,No,,No,No,No,No,No,No,No,No,,Yes,qualified pipeline with close plan attach,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,WW_QPCForecast KPI Icon," 
var perfQPC = [WW_QPCForecast KPI]
RETURN
IF([GreyOutSelect] = 0,
SWITCH( TRUE()
                    , perfQPC >= 0.995 && perfQPC < 100, 1
                    , perfQPC >= 0.895 && perfQPC < 0.995,2
                    , perfQPC > 0 && perfQPC < 0.895, 3
),4)",,No,,No,No,No,No,No,No,No,No,,Yes,"greyoutselect, ww_qpcforecast kpi",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.0,The abbreviation 'QPC' is not self-explanatory and could confuse users unfamiliar with its meaning.,1.5,0.5,0.8333333333333334,warning,3,YELLOW,#FFFF00
Trending,WW_CPCForecast Check Icon," 
var cpcVar = [CPC to Forecast Latest Week]
RETURN
IF([GreyOutSelect] = 0,
SWITCH( TRUE(),
                        cpcVar >= 0.995, 1,
                        cpcVar >= 0.895 && cpcVar < 0.995 , 2, 
                        cpcVar < 0.895 && cpcVar<>0, 3
),4)",,No,,No,No,No,No,No,No,No,No,,Yes,"cpc to forecast latest week, greyoutselect",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.0,The abbreviation 'CPC' is not self-explanatory and could confuse users unfamiliar with its meaning.,1.5,0.5,0.8333333333333334,warning,3,YELLOW,#FFFF00
Trending,WW_QPCForecast KPI,"
DIVIDE (
    [Qualified Pipeline Coverage to Forecast Latest Week],
    [Pipeline Target],
    """"
)",,No,,No,No,No,No,No,No,No,No,,Yes,"pipeline target, qualified pipeline coverage to forecast latest week",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.0,The abbreviation 'QPC' is not self-explanatory and could confuse users unfamiliar with its meaning.,1.5,0.5,0.8333333333333334,warning,3,YELLOW,#FFFF00
Trending,Total DBF Latest Week,"CALCULATE([Total DBF],KEEPFILTERS('Trending Week'[Week Type] = ""Latest Week""),ALL('Trending Week'))",,No,,No,No,No,No,No,No,No,No,,Yes,total dbf,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.0,The abbreviation 'DBF' is not self-explanatory and could confuse users unfamiliar with its meaning.,1.5,0.5,0.8333333333333334,warning,3,YELLOW,#FFFF00
Trending,DBF VTB $ Latest Week,"VAR X = CALCULATE([Total DBF] - [Billed Budget], KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ),ALL('Trending Week') )

RETURN IFERROR(X,BLANK())",,No,,Yes,No,No,No,No,No,No,No,,Yes,"billed budget, total dbf",Avoid IFERROR and handle them properly,0.5,0.5,0.25,0.35,0.15,0.15,0.9,1.0,0.0,The abbreviation 'DBF VTB' is not self-explanatory and does not clarify the calculation.,0.0,The name does not clearly reflect the calculation of 'Total DBF' minus 'Billed Budget'.,0.0,The abbreviation 'DBF VTB' is cryptic and unclear.,0.0,0.0,0.3,critical,1,RED,#FF0000
Trending,Co-Sell Prioritized Partner Sharing %,"DIVIDE (
    CALCULATE(DISTINCTCOUNT(Trending[OpportunityID]), Trending[Cosell_Num] > 0, Trending[OpportunityID] <> ""NA""),
    CALCULATE(DISTINCTCOUNT(Trending[OpportunityID]), Trending[Cosell_Den] > 0, Trending[OpportunityID] <> ""NA"")
,BLANK()
)",,No,,No,No,No,No,No,No,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Partner Sharing %,"
    DIVIDE (
        CALCULATE(DISTINCTCOUNT(Trending[OpportunityID]), Trending[PartnerSharing_Num] > 0, Trending[OpportunityID] <> ""NA"" ),
        CALCULATE(DISTINCTCOUNT(Trending[OpportunityID]), Trending[PartnerSharing_Den] > 0, Trending[OpportunityID] <> ""NA""),
        BLANK()
    )",,No,,No,No,No,No,No,No,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,DBF VTF $ Latest Week,"VAR X = CALCULATE([Total DBF] - [Billed Forecast], KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ) ,ALL('Trending Week'))

RETURN IFERROR(X,BLANK())",,No,,Yes,No,No,No,No,No,No,No,,Yes,"billed forecast, total dbf",Avoid IFERROR and handle them properly,0.5,0.5,0.25,0.35,0.15,0.15,0.9,1.0,0.0,The abbreviation 'DBF VTF' is not self-explanatory and does not clarify the calculation.,0.0,The name does not clearly reflect the calculation of 'Total DBF' minus 'Billed Forecast'.,0.0,The abbreviation 'DBF VTF' is cryptic and unclear.,0.0,0.0,0.3,critical,1,RED,#FF0000
Trending,WW_DBF VTB $," DIVIDE([DBF VTB $ Latest Week],1000,BLANK())",,No,,No,No,No,No,No,No,No,No,,Yes,dbf vtb $ latest week,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The abbreviation 'DBF VTB' is not self-explanatory and does not clarify the calculation.,0.0,The name does not clearly reflect the calculation of dividing 'DBF VTB $ Latest Week' by 1000.,0.0,The abbreviation 'DBF VTB' is cryptic and unclear.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,WW_DBF VTF $," DIVIDE([DBF VTF $ Latest Week],1000,BLANK())",,No,,No,No,No,No,No,No,No,No,,Yes,dbf vtf $ latest week,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The abbreviation 'DBF VTF' is not self-explanatory and does not clarify the calculation.,0.0,The name does not clearly reflect the calculation of dividing 'DBF VTF $ Latest Week' by 1000.,0.0,The abbreviation 'DBF VTF' is cryptic and unclear.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Uncommitted Upside Pipeline Latest Week,"CALCULATE([Uncommitted Upside Pipeline],KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ))",,No,,No,No,No,No,No,No,No,No,,Yes,uncommitted upside pipeline,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Uncommitted Pipeline Latest Week,"CALCULATE([Uncommitted Pipeline],KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ))",,No,,No,No,No,No,No,No,No,No,,Yes,uncommitted pipeline,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Qualified Pipeline in High Stage Latest Week,"CALCULATE([Qualified Pipeline in High Stage],KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ))",,No,,No,No,No,No,No,No,No,No,,Yes,qualified pipeline in high stage,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Qualified Pipeline in High Stage MoM,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevMonthKey = SelectedKey - 4

VAR A = CALCULATE(
    [Qualified Pipeline in High Stage],
    FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
)

VAR B = CALCULATE(
    [Qualified Pipeline in High Stage],
    FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevMonthKey)
)

VAR X = ROUND(A, 2)
VAR Y = ROUND(B, 2)

RETURN IF(OR(X <= 0, Y <= 0), BLANK(), X - Y)
",,No,,No,No,No,No,No,No,No,No,,Yes,qualified pipeline in high stage,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Qualified Pipeline in High Stage WoW,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR A = CALCULATE(
    [Qualified Pipeline in High Stage],
    FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
)

VAR B = CALCULATE(
    [Qualified Pipeline in High Stage],
    FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevWeekKey)
)

VAR X = ROUND(A, 2)
VAR Y = ROUND(B, 2)

RETURN IF(OR(X <= 0, Y <= 0), BLANK(), X - Y)
",,No,,No,No,No,No,No,No,No,No,,Yes,qualified pipeline in high stage,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,WW_Upside Pipeline Latest Week," DIVIDE([Uncommitted Upside Pipeline Latest Week], 1000, BLANK())",,No,,No,No,No,No,No,No,No,No,,Yes,uncommitted upside pipeline latest week,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The name 'WW_Upside Pipeline Latest Week' is unclear without additional context about what 'WW' and 'Upside' mean.,0.0,"The name does not clearly reflect the calculation, as it is unclear what 'WW' and 'Upside' refer to.",0.0,The abbreviation 'WW' is unclear and makes the name cryptic.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,DBF VTF WoW,"VAR SelectedKey = 
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Forecast],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Forecast],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevWeekKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )
",,No,,No,No,No,No,No,No,No,No,,Yes,"billed forecast, total dbf",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The name 'DBF VTF WoW' is not self-explanatory due to the use of abbreviations.,0.0,The name does not clearly reflect the calculation due to the use of cryptic abbreviations.,0.0,"The abbreviations 'DBF', 'VTF', and 'WoW' are unclear and make the name cryptic.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
